"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2010","Polen","Medianalter der Bevölkerung","37.9","b"
"2010","Polen","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2","b"
"2010","Polen","Anteil der Bevölkerung  jünger als 15 Jahre","15.3","b"
"2010","Polen","Anteil der Bevölkerung jünger als 20 Jahre","21.9","b"
"2010","Polen","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.7","b"
"2010","Polen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.1","b"
"2010","Portugal","Medianalter der Bevölkerung","41.2",""
"2010","Portugal","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2010","Portugal","Anteil der Bevölkerung  jünger als 15 Jahre","15.3",""
"2010","Portugal","Anteil der Bevölkerung jünger als 20 Jahre","20.7",""
"2010","Portugal","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2010","Portugal","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.5",""
"2010","Rumänien","Medianalter der Bevölkerung","40.1",""
"2010","Rumänien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2010","Rumänien","Anteil der Bevölkerung  jünger als 15 Jahre","15.8",""
"2010","Rumänien","Anteil der Bevölkerung jünger als 20 Jahre","21.4",""
"2010","Rumänien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2010","Rumänien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.7",""
"2010","Slowenien","Medianalter der Bevölkerung","41.4",""
"2010","Slowenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.0",""
"2010","Slowenien","Anteil der Bevölkerung  jünger als 15 Jahre","14.0",""
"2010","Slowenien","Anteil der Bevölkerung jünger als 20 Jahre","19.2",""
"2010","Slowenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
"2010","Slowenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.8",""
"2010","Slowakei","Medianalter der Bevölkerung","37.0",""
"2010","Slowakei","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2010","Slowakei","Anteil der Bevölkerung  jünger als 15 Jahre","15.5",""
"2010","Slowakei","Anteil der Bevölkerung jünger als 20 Jahre","22.3",""
"2010","Slowakei","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2010","Slowakei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.3",""
"2010","Finnland","Medianalter der Bevölkerung","42.0",""
"2010","Finnland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2010","Finnland","Anteil der Bevölkerung  jünger als 15 Jahre","16.6",""
"2010","Finnland","Anteil der Bevölkerung jünger als 20 Jahre","22.9",""
"2010","Finnland","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2010","Finnland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.6",""
"2010","Schweden","Medianalter der Bevölkerung","40.7",""
"2010","Schweden","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.9",""
"2010","Schweden","Anteil der Bevölkerung  jünger als 15 Jahre","16.6",""
"2010","Schweden","Anteil der Bevölkerung jünger als 20 Jahre","23.4",""
"2010","Schweden","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2010","Schweden","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.7",""
"2010","Vereinigtes Königreich","Medianalter der Bevölkerung","39.4",""
"2010","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2010","Vereinigtes Königreich","Anteil der Bevölkerung  jünger als 15 Jahre","17.6",""
"2010","Vereinigtes Königreich","Anteil der Bevölkerung jünger als 20 Jahre","24.0",""
"2010","Vereinigtes Königreich","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2010","Vereinigtes Königreich","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.6",""
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Medianalter der Bevölkerung","41.0","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.7","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.5","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-28 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.1","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Medianalter der Bevölkerung","41.0","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung  jünger als 15 Jahre","15.7","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung jünger als 20 Jahre","21.5","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2","b"
"2010","Europäischer Wirtschaftsraum (EWR) (EU-27 und IS, LI, NO)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.1","b"
"2010","Europäische Freihandelsassoziation","Medianalter der Bevölkerung","40.3",""
"2010","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2010","Europäische Freihandelsassoziation","Anteil der Bevölkerung  jünger als 15 Jahre","16.7",""
"2010","Europäische Freihandelsassoziation","Anteil der Bevölkerung jünger als 20 Jahre","22.9",""
"2010","Europäische Freihandelsassoziation","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.4",""
"2010","Europäische Freihandelsassoziation","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","23.7",""
"2010","Island","Medianalter der Bevölkerung","34.8",""
"2010","Island","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.3",""
"2010","Island","Anteil der Bevölkerung  jünger als 15 Jahre","20.9",""
"2010","Island","Anteil der Bevölkerung jünger als 20 Jahre","28.4",""
"2010","Island","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.7",""
"2010","Island","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.9",""
"2010","Liechtenstein","Medianalter der Bevölkerung","40.8",""
"2010","Liechtenstein","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.2",""
"2010","Liechtenstein","Anteil der Bevölkerung  jünger als 15 Jahre","16.4",""
"2010","Liechtenstein","Anteil der Bevölkerung jünger als 20 Jahre","22.3",""
"2010","Liechtenstein","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.3",""
"2010","Liechtenstein","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.3",""
"2010","Norwegen","Medianalter der Bevölkerung","38.6",""
"2010","Norwegen","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.3",""
"2010","Norwegen","Anteil der Bevölkerung  jünger als 15 Jahre","18.9",""
"2010","Norwegen","Anteil der Bevölkerung jünger als 20 Jahre","25.5",""
"2010","Norwegen","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.1",""
"2010","Norwegen","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.5",""
"2010","Schweiz","Medianalter der Bevölkerung","41.5",""
"2010","Schweiz","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.9",""
"2010","Schweiz","Anteil der Bevölkerung  jünger als 15 Jahre","15.2",""
"2010","Schweiz","Anteil der Bevölkerung jünger als 20 Jahre","21.0",""
"2010","Schweiz","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.9",""
"2010","Schweiz","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","24.7",""
"2010","Montenegro","Medianalter der Bevölkerung","36.3",""
"2010","Montenegro","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.3",""
"2010","Montenegro","Anteil der Bevölkerung  jünger als 15 Jahre","19.5",""
"2010","Montenegro","Anteil der Bevölkerung jünger als 20 Jahre","26.7",""
"2010","Montenegro","Anteil der Bevölkerung im Alter von 5-9 Jahren","6.4",""
"2010","Montenegro","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","19.1",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Medianalter der Bevölkerung","35.8",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.5",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung  jünger als 15 Jahre","17.7",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung jünger als 20 Jahre","25.2",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.8",""
"2010","Die ehemalige jugoslawische Republik Mazedonien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","16.4",""
"2010","Albanien","Medianalter der Bevölkerung",":",""
"2010","Albanien","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","Albanien","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","Albanien","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","Albanien","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","Albanien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Serbien","Medianalter der Bevölkerung","41.4",""
"2010","Serbien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.8",""
"2010","Serbien","Anteil der Bevölkerung  jünger als 15 Jahre","15.2",""
"2010","Serbien","Anteil der Bevölkerung jünger als 20 Jahre","21.0",""
"2010","Serbien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2010","Serbien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.1",""
"2010","Türkei","Medianalter der Bevölkerung","28.8",""
"2010","Türkei","Anteil der Bevölkerung im Alter von 0-4 Jahren","8.5",""
"2010","Türkei","Anteil der Bevölkerung  jünger als 15 Jahre","26.0",""
"2010","Türkei","Anteil der Bevölkerung jünger als 20 Jahre","34.6",""
"2010","Türkei","Anteil der Bevölkerung im Alter von 5-9 Jahren","8.5",""
"2010","Türkei","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","10.5",""
"2010","Andorra","Medianalter der Bevölkerung","39.5",""
"2010","Andorra","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.5",""
"2010","Andorra","Anteil der Bevölkerung  jünger als 15 Jahre","14.5",""
"2010","Andorra","Anteil der Bevölkerung jünger als 20 Jahre","19.1",""
"2010","Andorra","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.0",""
"2010","Andorra","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.7",""
"2010","Belarus","Medianalter der Bevölkerung",":",""
"2010","Belarus","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","Belarus","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","Belarus","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","Belarus","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","Belarus","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Bosnien und Herzegowina","Medianalter der Bevölkerung",":",""
"2010","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","Bosnien und Herzegowina","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","Bosnien und Herzegowina","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","Bosnien und Herzegowina","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","Bosnien und Herzegowina","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Medianalter der Bevölkerung",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","Kosovo (gemäß der Resolution 1244/99 des Sicherheitsrates der Vereinten Nationen)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Moldau","Medianalter der Bevölkerung","33.9",""
"2010","Moldau","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3",""
"2010","Moldau","Anteil der Bevölkerung  jünger als 15 Jahre","16.7",""
"2010","Moldau","Anteil der Bevölkerung jünger als 20 Jahre","25.0",""
"2010","Moldau","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2010","Moldau","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","13.8",""
"2010","Monaco","Medianalter der Bevölkerung",":",""
"2010","Monaco","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","Monaco","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","Monaco","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","Monaco","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","Monaco","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Russland","Medianalter der Bevölkerung","37.8",""
"2010","Russland","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2010","Russland","Anteil der Bevölkerung  jünger als 15 Jahre","15.1",""
"2010","Russland","Anteil der Bevölkerung jünger als 20 Jahre","21.1",""
"2010","Russland","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.8",""
"2010","Russland","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","17.9",""
"2010","San Marino","Medianalter der Bevölkerung",":",""
"2010","San Marino","Anteil der Bevölkerung im Alter von 0-4 Jahren",":",""
"2010","San Marino","Anteil der Bevölkerung  jünger als 15 Jahre",":",""
"2010","San Marino","Anteil der Bevölkerung jünger als 20 Jahre",":",""
"2010","San Marino","Anteil der Bevölkerung im Alter von 5-9 Jahren",":",""
"2010","San Marino","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)",":",""
"2010","Ukraine","Medianalter der Bevölkerung","39.3",""
"2010","Ukraine","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1",""
"2010","Ukraine","Anteil der Bevölkerung  jünger als 15 Jahre","14.2",""
"2010","Ukraine","Anteil der Bevölkerung jünger als 20 Jahre","20.4",""
"2010","Ukraine","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.3",""
"2010","Ukraine","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.3",""
"2010","Armenien","Medianalter der Bevölkerung","32.6",""
"2010","Armenien","Anteil der Bevölkerung im Alter von 0-4 Jahren","6.1",""
"2010","Armenien","Anteil der Bevölkerung  jünger als 15 Jahre","18.3",""
"2010","Armenien","Anteil der Bevölkerung jünger als 20 Jahre","27.3",""
"2010","Armenien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5",""
"2010","Armenien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","14.1",""
"2010","Aserbaidschan","Medianalter der Bevölkerung","28.8",""
"2010","Aserbaidschan","Anteil der Bevölkerung im Alter von 0-4 Jahren","7.4",""
"2010","Aserbaidschan","Anteil der Bevölkerung  jünger als 15 Jahre","22.6",""
"2010","Aserbaidschan","Anteil der Bevölkerung jünger als 20 Jahre","32.6",""
"2010","Aserbaidschan","Anteil der Bevölkerung im Alter von 5-9 Jahren","7.1",""
"2010","Aserbaidschan","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","8.3",""
"2010","Georgien","Medianalter der Bevölkerung","36.6",""
"2010","Georgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.8",""
"2010","Georgien","Anteil der Bevölkerung  jünger als 15 Jahre","17.1",""
"2010","Georgien","Anteil der Bevölkerung jünger als 20 Jahre","24.8",""
"2010","Georgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.2",""
"2010","Georgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","20.3",""
"2011","Europäische Union (28 Länder)","Medianalter der Bevölkerung","41.3","b"
"2011","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3","b"
"2011","Europäische Union (28 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.7","b"
"2011","Europäische Union (28 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.3","b"
"2011","Europäische Union (28 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Europäische Union (28 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.4","b"
"2011","Europäische Union (27 Länder)","Medianalter der Bevölkerung","41.3","b"
"2011","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.3","b"
"2011","Europäische Union (27 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.7","b"
"2011","Europäische Union (27 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","21.3","b"
"2011","Europäische Union (27 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Europäische Union (27 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.4","b"
"2011","Euroraum (19 Länder)","Medianalter der Bevölkerung","42.1","b"
"2011","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1","b"
"2011","Euroraum (19 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.4","b"
"2011","Euroraum (19 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.8","b"
"2011","Euroraum (19 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Euroraum (19 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.8","b"
"2011","Euroraum (18 Länder)","Medianalter der Bevölkerung","42.1","b"
"2011","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1","b"
"2011","Euroraum (18 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.3","b"
"2011","Euroraum (18 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.7","b"
"2011","Euroraum (18 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Euroraum (18 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.8","b"
"2011","Euroraum (17 Länder)","Medianalter der Bevölkerung","42.1","b"
"2011","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1","b"
"2011","Euroraum (17 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.4","b"
"2011","Euroraum (17 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.8","b"
"2011","Euroraum (17 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Euroraum (17 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.8","b"
"2011","Euroraum (16 Länder)","Medianalter der Bevölkerung","42.1","b"
"2011","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.1","b"
"2011","Euroraum (16 Länder)","Anteil der Bevölkerung  jünger als 15 Jahre","15.4","b"
"2011","Euroraum (16 Länder)","Anteil der Bevölkerung jünger als 20 Jahre","20.8","b"
"2011","Euroraum (16 Länder)","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.1","b"
"2011","Euroraum (16 Länder)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.8","b"
"2011","Belgien","Medianalter der Bevölkerung","40.9","b"
"2011","Belgien","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.9","b"
"2011","Belgien","Anteil der Bevölkerung  jünger als 15 Jahre","17.0","b"
"2011","Belgien","Anteil der Bevölkerung jünger als 20 Jahre","22.9","b"
"2011","Belgien","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.5","b"
"2011","Belgien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","26.0","b"
"2011","Bulgarien","Medianalter der Bevölkerung","42.5",""
"2011","Bulgarien","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.7",""
"2011","Bulgarien","Anteil der Bevölkerung  jünger als 15 Jahre","13.2",""
"2011","Bulgarien","Anteil der Bevölkerung jünger als 20 Jahre","18.4",""
"2011","Bulgarien","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.3",""
"2011","Bulgarien","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","27.0",""
"2011","Tschechische Republik","Medianalter der Bevölkerung","39.8",""
"2011","Tschechische Republik","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.6",""
"2011","Tschechische Republik","Anteil der Bevölkerung  jünger als 15 Jahre","14.5",""
"2011","Tschechische Republik","Anteil der Bevölkerung jünger als 20 Jahre","20.0",""
"2011","Tschechische Republik","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.6",""
"2011","Tschechische Republik","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","22.3",""
"2011","Dänemark","Medianalter der Bevölkerung","40.6",""
"2011","Dänemark","Anteil der Bevölkerung im Alter von 0-4 Jahren","5.9",""
"2011","Dänemark","Anteil der Bevölkerung  jünger als 15 Jahre","17.9",""
"2011","Dänemark","Anteil der Bevölkerung jünger als 20 Jahre","24.3",""
"2011","Dänemark","Anteil der Bevölkerung im Alter von 5-9 Jahren","5.9",""
"2011","Dänemark","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","25.7",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Medianalter der Bevölkerung","44.6",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.2",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung  jünger als 15 Jahre","13.4",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung jünger als 20 Jahre","18.4",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
"2011","Deutschland (bis 1990 früheres Gebiet der BRD)","Alterslastenquote, 1. Variante (Anteil der Bevölkerung im Alter von 65 und mehr Jahren bezogen auf die Bevölkerung im Alter von 15 bis 64 Jahren)","31.2",""
"2011","Deutschland (einschl. ehemalige DDR)","Medianalter der Bevölkerung","44.6",""
"2011","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 0-4 Jahren","4.2",""
"2011","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung  jünger als 15 Jahre","13.4",""
"2011","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung jünger als 20 Jahre","18.4",""
"2011","Deutschland (einschl. ehemalige DDR)","Anteil der Bevölkerung im Alter von 5-9 Jahren","4.4",""
