"TIME","GEO","INDIC_DE","Value"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)",":"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)",":"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)",":"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)",":"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)",":"
"2011","Moldova","Median age of population","34.2"
"2011","Moldova","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","35.9"
"2011","Moldova","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","63.2"
"2011","Moldova","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.4"
"2011","Moldova","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","39.7"
"2011","Moldova","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","13.6"
"2011","Moldova","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","23.5"
"2011","Monaco","Median age of population",":"
"2011","Monaco","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)",":"
"2011","Monaco","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)",":"
"2011","Monaco","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)",":"
"2011","Monaco","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)",":"
"2011","Monaco","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)",":"
"2011","Monaco","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)",":"
"2011","Russia","Median age of population","38.0"
"2011","Russia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","38.7"
"2011","Russia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","64.7"
"2011","Russia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.0"
"2011","Russia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.7"
"2011","Russia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.7"
"2011","Russia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","30.0"
"2011","San Marino","Median age of population",":"
"2011","San Marino","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)",":"
"2011","San Marino","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)",":"
"2011","San Marino","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)",":"
"2011","San Marino","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)",":"
"2011","San Marino","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)",":"
"2011","San Marino","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)",":"
"2011","Ukraine","Median age of population","39.4"
"2011","Ukraine","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","41.9"
"2011","Ukraine","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","69.6"
"2011","Ukraine","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.2"
"2011","Ukraine","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.2"
"2011","Ukraine","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","21.7"
"2011","Ukraine","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","35.5"
"2011","Armenia","Median age of population",":"
"2011","Armenia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)",":"
"2011","Armenia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)",":"
"2011","Armenia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)",":"
"2011","Armenia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)",":"
"2011","Armenia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)",":"
"2011","Armenia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)",":"
"2011","Azerbaijan","Median age of population","29.1"
"2011","Azerbaijan","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","39.1"
"2011","Azerbaijan","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","67.8"
"2011","Azerbaijan","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","31.0"
"2011","Azerbaijan","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","53.5"
"2011","Azerbaijan","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","8.1"
"2011","Azerbaijan","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","14.2"
"2011","Georgia","Median age of population","36.7"
"2011","Georgia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","44.5"
"2011","Georgia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","74.8"
"2011","Georgia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","24.6"
"2011","Georgia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","42.3"
"2011","Georgia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","19.9"
"2011","Georgia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","32.5"
"2012","European Union (28 countries)","Median age of population","41.6"
"2012","European Union (28 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.4"
"2012","European Union (28 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.2"
"2012","European Union (28 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.5"
"2012","European Union (28 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.6"
"2012","European Union (28 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2012","European Union (28 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.7"
"2012","European Union (27 countries)","Median age of population","41.6"
"2012","European Union (27 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.4"
"2012","European Union (27 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.2"
"2012","European Union (27 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.5"
"2012","European Union (27 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.6"
"2012","European Union (27 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2012","European Union (27 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.6"
"2012","Euro area (19 countries)","Median age of population","42.4"
"2012","Euro area (19 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.6"
"2012","Euro area (19 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","83.0"
"2012","Euro area (19 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Euro area (19 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.8"
"2012","Euro area (19 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.3"
"2012","Euro area (19 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.1"
"2012","Euro area (18 countries)","Median age of population","42.4"
"2012","Euro area (18 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.7"
"2012","Euro area (18 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","83.0"
"2012","Euro area (18 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Euro area (18 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.8"
"2012","Euro area (18 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.3"
"2012","Euro area (18 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.1"
"2012","Euro area (17 countries)","Median age of population","42.4"
"2012","Euro area (17 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.7"
"2012","Euro area (17 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","83.0"
"2012","Euro area (17 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Euro area (17 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.8"
"2012","Euro area (17 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.3"
"2012","Euro area (17 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.1"
"2012","Euro area (16 countries)","Median age of population","42.4"
"2012","Euro area (16 countries)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.7"
"2012","Euro area (16 countries)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","83.0"
"2012","Euro area (16 countries)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Euro area (16 countries)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.8"
"2012","Euro area (16 countries)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.3"
"2012","Euro area (16 countries)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.2"
"2012","Belgium","Median age of population","41.0"
"2012","Belgium","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","52.3"
"2012","Belgium","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","85.2"
"2012","Belgium","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","25.9"
"2012","Belgium","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","42.2"
"2012","Belgium","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.4"
"2012","Belgium","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.0"
"2012","Bulgaria","Median age of population","42.7"
"2012","Bulgaria","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","47.5"
"2012","Bulgaria","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.6"
"2012","Bulgaria","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","19.7"
"2012","Bulgaria","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","32.8"
"2012","Bulgaria","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","27.8"
"2012","Bulgaria","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","46.8"
"2012","Czech Republic","Median age of population","40.1"
"2012","Czech Republic","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","44.6"
"2012","Czech Republic","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","75.7"
"2012","Czech Republic","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.2"
"2012","Czech Republic","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.8"
"2012","Czech Republic","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.4"
"2012","Czech Republic","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.9"
"2012","Denmark","Median age of population","40.8"
"2012","Denmark","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","53.9"
"2012","Denmark","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","91.4"
"2012","Denmark","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","27.2"
"2012","Denmark","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","46.1"
"2012","Denmark","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.7"
"2012","Denmark","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.2"
"2012","Germany (until 1990 former territory of the FRG)","Median age of population","45.0"
"2012","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.2"
"2012","Germany (until 1990 former territory of the FRG)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","81.3"
"2012","Germany (until 1990 former territory of the FRG)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.0"
"2012","Germany (until 1990 former territory of the FRG)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","33.0"
"2012","Germany (until 1990 former territory of the FRG)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","31.2"
"2012","Germany (until 1990 former territory of the FRG)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","48.2"
"2012","Germany (including former GDR)","Median age of population","45.0"
"2012","Germany (including former GDR)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.2"
"2012","Germany (including former GDR)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","81.3"
"2012","Germany (including former GDR)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.0"
"2012","Germany (including former GDR)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","33.0"
"2012","Germany (including former GDR)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","31.2"
"2012","Germany (including former GDR)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","48.2"
"2012","Estonia","Median age of population","40.7"
"2012","Estonia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.7"
"2012","Estonia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","80.3"
"2012","Estonia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.2"
"2012","Estonia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.3"
"2012","Estonia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.5"
"2012","Estonia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.0"
"2012","Ireland","Median age of population","35.0"
"2012","Ireland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.3"
"2012","Ireland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.5"
"2012","Ireland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","32.5"
"2012","Ireland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","49.6"
"2012","Ireland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.9"
"2012","Ireland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","29.9"
"2012","Greece","Median age of population","42.0"
"2012","Greece","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","52.3"
"2012","Greece","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.3"
"2012","Greece","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.3"
"2012","Greece","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","35.9"
"2012","Greece","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","30.0"
"2012","Greece","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","46.4"
"2012","Spain","Median age of population","40.8"
"2012","Spain","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.1"
"2012","Spain","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","73.7"
"2012","Spain","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.4"
"2012","Spain","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.4"
"2012","Spain","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","25.7"
"2012","Spain","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","39.3"
"2012","France","Median age of population","40.3"
"2012","France","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","55.6"
"2012","France","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","92.5"
"2012","France","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.9"
"2012","France","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","47.3"
"2012","France","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.7"
"2012","France","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.2"
"2012","France (metropolitan)","Median age of population","40.4"
"2012","France (metropolitan)","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","55.6"
"2012","France (metropolitan)","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","92.6"
"2012","France (metropolitan)","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","28.7"
"2012","France (metropolitan)","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","47.0"
"2012","France (metropolitan)","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2012","France (metropolitan)","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.6"
"2012","Croatia","Median age of population","42.2"
"2012","Croatia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.2"
"2012","Croatia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.1"
"2012","Croatia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.5"
"2012","Croatia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.9"
"2012","Croatia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.7"
"2012","Croatia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","44.2"
"2012","Italy","Median age of population","44.0"
"2012","Italy","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","53.5"
"2012","Italy","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","84.7"
"2012","Italy","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.5"
"2012","Italy","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","34.8"
"2012","Italy","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","32.0"
"2012","Italy","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","50.0"
"2012","Cyprus","Median age of population","35.8"
"2012","Cyprus","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","41.5"
"2012","Cyprus","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","72.3"
"2012","Cyprus","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Cyprus","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","40.9"
"2012","Cyprus","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","18.1"
"2012","Cyprus","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","31.4"
"2012","Latvia","Median age of population","41.8"
"2012","Latvia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","48.9"
"2012","Latvia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","79.4"
"2012","Latvia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.3"
"2012","Latvia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","35.3"
"2012","Latvia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","27.6"
"2012","Latvia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","44.0"
"2012","Lithuania","Median age of population","41.7"
"2012","Lithuania","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","49.0"
"2012","Lithuania","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.4"
"2012","Lithuania","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.0"
"2012","Lithuania","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","39.2"
"2012","Lithuania","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.9"
"2012","Lithuania","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.2"
"2012","Luxembourg","Median age of population","39.1"
"2012","Luxembourg","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.1"
"2012","Luxembourg","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","72.8"
"2012","Luxembourg","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","24.9"
"2012","Luxembourg","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","40.0"
"2012","Luxembourg","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","20.3"
"2012","Luxembourg","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","32.8"
"2012","Hungary","Median age of population","40.8"
"2012","Hungary","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.7"
"2012","Hungary","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","78.3"
"2012","Hungary","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.1"
"2012","Hungary","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","36.4"
"2012","Hungary","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.6"
"2012","Hungary","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.9"
"2012","Malta","Median age of population","40.4"
"2012","Malta","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.4"
"2012","Malta","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","81.0"
"2012","Malta","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.5"
"2012","Malta","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","38.0"
"2012","Malta","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.9"
"2012","Malta","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","43.0"
"2012","Netherlands","Median age of population","41.3"
"2012","Netherlands","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","50.5"
"2012","Netherlands","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","84.9"
"2012","Netherlands","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","26.1"
"2012","Netherlands","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","43.0"
"2012","Netherlands","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.4"
"2012","Netherlands","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.8"
"2012","Austria","Median age of population","42.4"
"2012","Austria","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","47.8"
"2012","Austria","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","78.1"
"2012","Austria","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.5"
"2012","Austria","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","36.3"
"2012","Austria","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","26.3"
"2012","Austria","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","41.8"
"2012","Poland","Median age of population","38.5"
"2012","Poland","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","41.1"
"2012","Poland","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","71.3"
"2012","Poland","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.4"
"2012","Poland","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","36.3"
"2012","Poland","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","19.7"
"2012","Poland","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","35.0"
"2012","Portugal","Median age of population","42.1"
"2012","Portugal","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","51.4"
"2012","Portugal","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","82.7"
"2012","Portugal","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","22.6"
"2012","Portugal","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.0"
"2012","Portugal","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","28.8"
"2012","Portugal","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","45.8"
"2012","Romania","Median age of population","40.2"
"2012","Romania","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","47.0"
"2012","Romania","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","77.6"
"2012","Romania","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","23.3"
"2012","Romania","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","37.9"
"2012","Romania","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","23.7"
"2012","Romania","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","39.7"
"2012","Slovenia","Median age of population","42.0"
"2012","Slovenia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","45.1"
"2012","Slovenia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","73.2"
"2012","Slovenia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","20.8"
"2012","Slovenia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","33.2"
"2012","Slovenia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","24.4"
"2012","Slovenia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","40.0"
"2012","Slovakia","Median age of population","37.7"
"2012","Slovakia","Age dependency ratio, 1st variant (Population aged 0-14 and 65 and more to pop. aged 15-64)","39.2"
"2012","Slovakia","Age dependency ratio, 2nd variant (Population aged 0-19 and 60 and more to pop. aged 20-59)","67.5"
"2012","Slovakia","Young-age dependency ratio 1st variant (population aged 0-14 to population 15-64 years)","21.5"
"2012","Slovakia","Young-age dependency ratio 2nd variant (population aged 0-19 to population 20-59 years)","36.1"
"2012","Slovakia","Old dependency ratio 1st variant (population 65 and over to population 15 to64 years)","17.8"
"2012","Slovakia","Old dependency ratio 2nd variant (population 60 and over to population 20 to 59 years)","31.4"
"2012","Finland","Median age of population","42.2"
