"Extracted from the UNHCR Population Statistics Reference Database","United Nations High Commissioner for Refugees"
"Date extracted: 2016-10-10 16:14:06 +02:00"

"Country / territory of asylum/residence",Origin,Year,Month,Value
"USA (INS/DHS)",Angola,2016,May,27
"USA (INS/DHS)",Angola,2016,June,23
"USA (INS/DHS)",Angola,2016,July,33
"USA (INS/DHS)",Angola,2016,August,22
"USA (INS/DHS)",Egypt,2016,January,68
"USA (INS/DHS)",Egypt,2016,February,96
"USA (INS/DHS)",Egypt,2016,March,89
"USA (INS/DHS)",Egypt,2016,April,62
"USA (INS/DHS)",Egypt,2016,May,79
"USA (INS/DHS)",Egypt,2016,June,81
"USA (INS/DHS)",Egypt,2016,July,83
"USA (INS/DHS)",Egypt,2016,August,118
"USA (INS/DHS)",Argentina,2016,January,2
"USA (INS/DHS)",Argentina,2016,February,5
"USA (INS/DHS)",Argentina,2016,March,2
"USA (INS/DHS)",Argentina,2016,April,1
"USA (INS/DHS)",Argentina,2016,May,4
"USA (INS/DHS)",Argentina,2016,June,5
"USA (INS/DHS)",Argentina,2016,July,5
"USA (INS/DHS)",Argentina,2016,August,3
"USA (INS/DHS)",Armenia,2016,January,5
"USA (INS/DHS)",Armenia,2016,February,20
"USA (INS/DHS)",Armenia,2016,March,13
"USA (INS/DHS)",Armenia,2016,April,23
"USA (INS/DHS)",Armenia,2016,May,18
"USA (INS/DHS)",Armenia,2016,June,22
"USA (INS/DHS)",Armenia,2016,July,19
"USA (INS/DHS)",Armenia,2016,August,20
"USA (INS/DHS)",Australia,2016,February,1
"USA (INS/DHS)",Australia,2016,March,1
"USA (INS/DHS)",Austria,2016,April,1
"USA (INS/DHS)",Azerbaijan,2016,January,7
"USA (INS/DHS)",Azerbaijan,2016,February,9
"USA (INS/DHS)",Azerbaijan,2016,March,16
"USA (INS/DHS)",Azerbaijan,2016,April,15
"USA (INS/DHS)",Azerbaijan,2016,May,8
"USA (INS/DHS)",Azerbaijan,2016,June,17
"USA (INS/DHS)",Azerbaijan,2016,July,19
"USA (INS/DHS)",Azerbaijan,2016,August,29
"USA (INS/DHS)",Bahrain,2016,March,1
"USA (INS/DHS)",Bahrain,2016,June,1
"USA (INS/DHS)",Barbados,2016,March,1
"USA (INS/DHS)",Barbados,2016,June,1
"USA (INS/DHS)",Burundi,2016,January,15
"USA (INS/DHS)",Burundi,2016,February,12
"USA (INS/DHS)",Burundi,2016,March,9
"USA (INS/DHS)",Burundi,2016,April,5
"USA (INS/DHS)",Burundi,2016,May,15
"USA (INS/DHS)",Burundi,2016,June,6
"USA (INS/DHS)",Burundi,2016,July,11
"USA (INS/DHS)",Burundi,2016,August,8
"USA (INS/DHS)",Belgium,2016,March,1
"USA (INS/DHS)",Belgium,2016,April,1
"USA (INS/DHS)",Belgium,2016,July,1
"USA (INS/DHS)",Benin,2016,January,4
"USA (INS/DHS)",Benin,2016,February,4
"USA (INS/DHS)",Benin,2016,March,2
"USA (INS/DHS)",Benin,2016,April,5
"USA (INS/DHS)",Benin,2016,May,1
"USA (INS/DHS)",Benin,2016,June,5
"USA (INS/DHS)",Benin,2016,July,1
"USA (INS/DHS)",Benin,2016,August,1
"USA (INS/DHS)",Bangladesh,2016,January,68
"USA (INS/DHS)",Bangladesh,2016,February,74
"USA (INS/DHS)",Bangladesh,2016,March,80
"USA (INS/DHS)",Bangladesh,2016,April,63
"USA (INS/DHS)",Bangladesh,2016,May,81
"USA (INS/DHS)",Bangladesh,2016,June,79
"USA (INS/DHS)",Bangladesh,2016,July,87
"USA (INS/DHS)",Bangladesh,2016,August,74
"USA (INS/DHS)",Bahamas,2016,April,2
"USA (INS/DHS)",Bahamas,2016,May,2
"USA (INS/DHS)",Bahamas,2016,June,7
"USA (INS/DHS)",Bahamas,2016,July,1
"USA (INS/DHS)",Bahamas,2016,August,3
"USA (INS/DHS)",Bhutan,2016,January,8
"USA (INS/DHS)",Bhutan,2016,February,5
"USA (INS/DHS)",Bhutan,2016,March,11
"USA (INS/DHS)",Bhutan,2016,April,4
"USA (INS/DHS)",Bhutan,2016,May,14
"USA (INS/DHS)",Bhutan,2016,June,11
"USA (INS/DHS)",Bhutan,2016,July,11
"USA (INS/DHS)",Bhutan,2016,August,9
"USA (INS/DHS)","Burkina Faso",2016,January,82
"USA (INS/DHS)","Burkina Faso",2016,February,92
"USA (INS/DHS)","Burkina Faso",2016,March,124
"USA (INS/DHS)","Burkina Faso",2016,April,88
"USA (INS/DHS)","Burkina Faso",2016,May,107
"USA (INS/DHS)","Burkina Faso",2016,June,124
"USA (INS/DHS)","Burkina Faso",2016,July,134
"USA (INS/DHS)","Burkina Faso",2016,August,88
"USA (INS/DHS)",Belarus,2016,January,20
"USA (INS/DHS)",Belarus,2016,February,23
"USA (INS/DHS)",Belarus,2016,March,26
"USA (INS/DHS)",Belarus,2016,April,23
"USA (INS/DHS)",Belarus,2016,May,40
"USA (INS/DHS)",Belarus,2016,June,49
"USA (INS/DHS)",Belarus,2016,July,32
"USA (INS/DHS)",Belarus,2016,August,57
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,January,5
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,February,5
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,March,7
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,April,1
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,May,3
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,June,2
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,July,4
"USA (INS/DHS)","Bolivia (Plurinational State of)",2016,August,7
"USA (INS/DHS)",Brazil,2016,January,40
"USA (INS/DHS)",Brazil,2016,February,50
"USA (INS/DHS)",Brazil,2016,March,82
"USA (INS/DHS)",Brazil,2016,April,56
"USA (INS/DHS)",Brazil,2016,May,85
"USA (INS/DHS)",Brazil,2016,June,78
"USA (INS/DHS)",Brazil,2016,July,74
"USA (INS/DHS)",Brazil,2016,August,106
"USA (INS/DHS)","Bosnia and Herzegovina",2016,January,3
"USA (INS/DHS)","Bosnia and Herzegovina",2016,February,2
"USA (INS/DHS)","Bosnia and Herzegovina",2016,March,2
"USA (INS/DHS)","Bosnia and Herzegovina",2016,April,4
"USA (INS/DHS)","Bosnia and Herzegovina",2016,May,5
"USA (INS/DHS)","Bosnia and Herzegovina",2016,June,2
"USA (INS/DHS)","Bosnia and Herzegovina",2016,July,1
"USA (INS/DHS)","Bosnia and Herzegovina",2016,August,2
"USA (INS/DHS)",Bulgaria,2016,January,7
"USA (INS/DHS)",Bulgaria,2016,February,3
"USA (INS/DHS)",Bulgaria,2016,March,2
"USA (INS/DHS)",Bulgaria,2016,April,6
"USA (INS/DHS)",Bulgaria,2016,May,4
"USA (INS/DHS)",Bulgaria,2016,June,5
"USA (INS/DHS)",Bulgaria,2016,July,6
"USA (INS/DHS)",Bulgaria,2016,August,3
"USA (INS/DHS)",Belize,2016,January,1
"USA (INS/DHS)",Belize,2016,March,5
"USA (INS/DHS)",Belize,2016,April,1
"USA (INS/DHS)",Belize,2016,May,3
"USA (INS/DHS)",Belize,2016,June,4
"USA (INS/DHS)",Belize,2016,July,2
"USA (INS/DHS)",Belize,2016,August,3
"USA (INS/DHS)",Cambodia,2016,May,1
"USA (INS/DHS)",Cambodia,2016,June,1
"USA (INS/DHS)",Canada,2016,July,1
"USA (INS/DHS)","Central African Rep.",2016,January,1
"USA (INS/DHS)","Central African Rep.",2016,February,1
"USA (INS/DHS)","Central African Rep.",2016,March,4
"USA (INS/DHS)","Central African Rep.",2016,April,2
"USA (INS/DHS)","Central African Rep.",2016,May,1
"USA (INS/DHS)","Central African Rep.",2016,July,4
"USA (INS/DHS)","Central African Rep.",2016,August,4
"USA (INS/DHS)",Chad,2016,January,5
"USA (INS/DHS)",Chad,2016,February,1
"USA (INS/DHS)",Chad,2016,March,3
"USA (INS/DHS)",Chad,2016,April,6
"USA (INS/DHS)",Chad,2016,May,5
"USA (INS/DHS)",Chad,2016,June,3
"USA (INS/DHS)",Chad,2016,July,4
"USA (INS/DHS)",Chad,2016,August,3
"USA (INS/DHS)",China,2016,January,1131
"USA (INS/DHS)",China,2016,February,1129
"USA (INS/DHS)",China,2016,March,1442
"USA (INS/DHS)",China,2016,April,1191
"USA (INS/DHS)",China,2016,May,1491
"USA (INS/DHS)",China,2016,June,1651
"USA (INS/DHS)",China,2016,July,1472
"USA (INS/DHS)",China,2016,August,1620
"USA (INS/DHS)",Chile,2016,January,2
"USA (INS/DHS)",Chile,2016,March,2
"USA (INS/DHS)",Chile,2016,April,2
"USA (INS/DHS)",Chile,2016,May,4
"USA (INS/DHS)",Chile,2016,June,3
"USA (INS/DHS)",Chile,2016,July,2
"USA (INS/DHS)",Chile,2016,August,5
"USA (INS/DHS)",Cameroon,2016,January,67
"USA (INS/DHS)",Cameroon,2016,February,71
"USA (INS/DHS)",Cameroon,2016,March,89
"USA (INS/DHS)",Cameroon,2016,April,65
"USA (INS/DHS)",Cameroon,2016,May,77
"USA (INS/DHS)",Cameroon,2016,June,55
"USA (INS/DHS)",Cameroon,2016,July,57
"USA (INS/DHS)",Cameroon,2016,August,70
"USA (INS/DHS)",Congo,2016,January,38
"USA (INS/DHS)",Congo,2016,February,22
"USA (INS/DHS)",Congo,2016,March,38
"USA (INS/DHS)",Congo,2016,April,31
"USA (INS/DHS)",Congo,2016,May,29
"USA (INS/DHS)",Congo,2016,June,41
"USA (INS/DHS)",Congo,2016,July,28
"USA (INS/DHS)",Congo,2016,August,28
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,January,19
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,February,19
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,March,18
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,April,27
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,May,24
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,June,21
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,July,36
"USA (INS/DHS)","Dem. Rep. of the Congo",2016,August,27
"USA (INS/DHS)",Comoros,2016,February,1
"USA (INS/DHS)",Colombia,2016,January,79
"USA (INS/DHS)",Colombia,2016,February,106
"USA (INS/DHS)",Colombia,2016,March,142
"USA (INS/DHS)",Colombia,2016,April,95
"USA (INS/DHS)",Colombia,2016,May,131
"USA (INS/DHS)",Colombia,2016,June,151
"USA (INS/DHS)",Colombia,2016,July,111
"USA (INS/DHS)",Colombia,2016,August,149
"USA (INS/DHS)","Costa Rica",2016,January,6
"USA (INS/DHS)","Costa Rica",2016,February,4
"USA (INS/DHS)","Costa Rica",2016,March,5
"USA (INS/DHS)","Costa Rica",2016,April,11
"USA (INS/DHS)","Costa Rica",2016,May,6
"USA (INS/DHS)","Costa Rica",2016,June,3
"USA (INS/DHS)","Costa Rica",2016,July,5
"USA (INS/DHS)","Costa Rica",2016,August,10
"USA (INS/DHS)",Cuba,2016,January,4
"USA (INS/DHS)",Cuba,2016,February,4
"USA (INS/DHS)",Cuba,2016,March,1
"USA (INS/DHS)",Cuba,2016,May,2
"USA (INS/DHS)",Cuba,2016,June,2
"USA (INS/DHS)",Cuba,2016,July,1
"USA (INS/DHS)",Cuba,2016,August,5
"USA (INS/DHS)","Cabo Verde",2016,March,1
"USA (INS/DHS)","Cabo Verde",2016,April,1
"USA (INS/DHS)","Cabo Verde",2016,May,1
"USA (INS/DHS)","Cabo Verde",2016,August,2
"USA (INS/DHS)","Czech Rep.",2016,January,1
"USA (INS/DHS)","Czech Rep.",2016,June,1
"USA (INS/DHS)",Denmark,2016,January,1
"USA (INS/DHS)",Djibouti,2016,January,6
"USA (INS/DHS)",Djibouti,2016,February,4
"USA (INS/DHS)",Djibouti,2016,March,7
"USA (INS/DHS)",Djibouti,2016,April,5
"USA (INS/DHS)",Djibouti,2016,May,8
"USA (INS/DHS)",Djibouti,2016,June,12
"USA (INS/DHS)",Djibouti,2016,July,11
"USA (INS/DHS)",Djibouti,2016,August,11
"USA (INS/DHS)",Dominica,2016,January,1
"USA (INS/DHS)",Dominica,2016,February,1
"USA (INS/DHS)",Dominica,2016,March,2
"USA (INS/DHS)",Dominica,2016,April,2
"USA (INS/DHS)",Dominica,2016,July,1
"USA (INS/DHS)","Dominican Rep.",2016,January,3
"USA (INS/DHS)","Dominican Rep.",2016,February,8
"USA (INS/DHS)","Dominican Rep.",2016,March,13
"USA (INS/DHS)","Dominican Rep.",2016,April,6
"USA (INS/DHS)","Dominican Rep.",2016,May,12
"USA (INS/DHS)","Dominican Rep.",2016,June,12
"USA (INS/DHS)","Dominican Rep.",2016,July,16
"USA (INS/DHS)","Dominican Rep.",2016,August,13
"USA (INS/DHS)",Ecuador,2016,January,191
"USA (INS/DHS)",Ecuador,2016,February,263
"USA (INS/DHS)",Ecuador,2016,March,348
"USA (INS/DHS)",Ecuador,2016,April,177
"USA (INS/DHS)",Ecuador,2016,May,324
"USA (INS/DHS)",Ecuador,2016,June,300
"USA (INS/DHS)",Ecuador,2016,July,246
"USA (INS/DHS)",Ecuador,2016,August,294
"USA (INS/DHS)","Equatorial Guinea",2016,June,1
"USA (INS/DHS)",Eritrea,2016,January,26
"USA (INS/DHS)",Eritrea,2016,February,33
"USA (INS/DHS)",Eritrea,2016,March,41
"USA (INS/DHS)",Eritrea,2016,April,49
"USA (INS/DHS)",Eritrea,2016,May,46
"USA (INS/DHS)",Eritrea,2016,June,44
"USA (INS/DHS)",Eritrea,2016,July,60
"USA (INS/DHS)",Eritrea,2016,August,60
"USA (INS/DHS)",Estonia,2016,January,1
"USA (INS/DHS)",Estonia,2016,February,1
"USA (INS/DHS)",Estonia,2016,March,3
"USA (INS/DHS)",Estonia,2016,May,2
"USA (INS/DHS)",Estonia,2016,June,1
"USA (INS/DHS)",Estonia,2016,August,1
"USA (INS/DHS)",Ethiopia,2016,January,105
"USA (INS/DHS)",Ethiopia,2016,February,100
"USA (INS/DHS)",Ethiopia,2016,March,157
"USA (INS/DHS)",Ethiopia,2016,April,134
"USA (INS/DHS)",Ethiopia,2016,May,109
"USA (INS/DHS)",Ethiopia,2016,June,122
"USA (INS/DHS)",Ethiopia,2016,July,147
"USA (INS/DHS)",Ethiopia,2016,August,146
"USA (INS/DHS)",Fiji,2016,January,1
"USA (INS/DHS)",Fiji,2016,February,1
"USA (INS/DHS)",Fiji,2016,March,2
"USA (INS/DHS)",Fiji,2016,April,3
"USA (INS/DHS)",Fiji,2016,May,1
"USA (INS/DHS)",Fiji,2016,June,3
"USA (INS/DHS)",Fiji,2016,July,3
"USA (INS/DHS)",Fiji,2016,August,5
"USA (INS/DHS)",Finland,2016,January,1
"USA (INS/DHS)",France,2016,January,2
"USA (INS/DHS)",France,2016,April,1
"USA (INS/DHS)",France,2016,May,2
"USA (INS/DHS)",France,2016,June,1
"USA (INS/DHS)",France,2016,August,4
"USA (INS/DHS)",Gabon,2016,January,1
"USA (INS/DHS)",Gabon,2016,March,2
"USA (INS/DHS)",Gabon,2016,April,4
"USA (INS/DHS)",Gabon,2016,May,2
"USA (INS/DHS)",Gabon,2016,July,2
"USA (INS/DHS)",Gabon,2016,August,3
"USA (INS/DHS)",Gambia,2016,January,7
"USA (INS/DHS)",Gambia,2016,February,8
"USA (INS/DHS)",Gambia,2016,March,16
"USA (INS/DHS)",Gambia,2016,April,8
"USA (INS/DHS)",Gambia,2016,May,14
"USA (INS/DHS)",Gambia,2016,June,15
"USA (INS/DHS)",Gambia,2016,July,8
"USA (INS/DHS)",Gambia,2016,August,20
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,January,1
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,February,2
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,April,1
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,May,4
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,June,2
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,July,2
"USA (INS/DHS)","United Kingdom of Great Britain and Northern Ireland",2016,August,3
"USA (INS/DHS)",Georgia,2016,January,22
"USA (INS/DHS)",Georgia,2016,February,16
"USA (INS/DHS)",Georgia,2016,March,28
"USA (INS/DHS)",Georgia,2016,April,26
"USA (INS/DHS)",Georgia,2016,May,37
"USA (INS/DHS)",Georgia,2016,June,42
"USA (INS/DHS)",Georgia,2016,July,35
"USA (INS/DHS)",Georgia,2016,August,35
"USA (INS/DHS)",Germany,2016,January,4
"USA (INS/DHS)",Germany,2016,February,2
"USA (INS/DHS)",Germany,2016,March,3
"USA (INS/DHS)",Germany,2016,April,4
"USA (INS/DHS)",Germany,2016,May,1
"USA (INS/DHS)",Germany,2016,June,2
"USA (INS/DHS)",Germany,2016,July,5
"USA (INS/DHS)",Germany,2016,August,4
"USA (INS/DHS)",Ghana,2016,January,3
"USA (INS/DHS)",Ghana,2016,February,3
"USA (INS/DHS)",Ghana,2016,March,3
"USA (INS/DHS)",Ghana,2016,April,5
"USA (INS/DHS)",Ghana,2016,May,5
"USA (INS/DHS)",Ghana,2016,June,7
"USA (INS/DHS)",Ghana,2016,July,6
"USA (INS/DHS)",Ghana,2016,August,8
"USA (INS/DHS)",Guinea-Bissau,2016,January,1
"USA (INS/DHS)",Guinea-Bissau,2016,February,3
"USA (INS/DHS)",Guinea-Bissau,2016,March,1
"USA (INS/DHS)",Guinea-Bissau,2016,June,1
"USA (INS/DHS)",Guinea-Bissau,2016,July,1
"USA (INS/DHS)",Greece,2016,March,1
"USA (INS/DHS)",Greece,2016,May,1
"USA (INS/DHS)",Greece,2016,June,2
"USA (INS/DHS)",Greece,2016,July,1
"USA (INS/DHS)",Grenada,2016,January,1
"USA (INS/DHS)",Grenada,2016,March,1
"USA (INS/DHS)",Guatemala,2016,January,597
"USA (INS/DHS)",Guatemala,2016,February,731
"USA (INS/DHS)",Guatemala,2016,March,920
"USA (INS/DHS)",Guatemala,2016,April,933
"USA (INS/DHS)",Guatemala,2016,May,994
"USA (INS/DHS)",Guatemala,2016,June,1034
"USA (INS/DHS)",Guatemala,2016,July,744
"USA (INS/DHS)",Guatemala,2016,August,1048
"USA (INS/DHS)",Guinea,2016,January,15
"USA (INS/DHS)",Guinea,2016,February,13
"USA (INS/DHS)",Guinea,2016,March,15
"USA (INS/DHS)",Guinea,2016,April,20
"USA (INS/DHS)",Guinea,2016,May,24
"USA (INS/DHS)",Guinea,2016,June,25
"USA (INS/DHS)",Guinea,2016,July,13
"USA (INS/DHS)",Guinea,2016,August,15
"USA (INS/DHS)",Guyana,2016,January,6
"USA (INS/DHS)",Guyana,2016,February,7
"USA (INS/DHS)",Guyana,2016,March,6
"USA (INS/DHS)",Guyana,2016,April,7
"USA (INS/DHS)",Guyana,2016,May,5
"USA (INS/DHS)",Guyana,2016,June,1
"USA (INS/DHS)",Guyana,2016,July,14
"USA (INS/DHS)",Guyana,2016,August,7
"USA (INS/DHS)",Haiti,2016,January,228
"USA (INS/DHS)",Haiti,2016,February,227
"USA (INS/DHS)",Haiti,2016,March,266
"USA (INS/DHS)",Haiti,2016,April,265
"USA (INS/DHS)",Haiti,2016,May,283
"USA (INS/DHS)",Haiti,2016,June,341
"USA (INS/DHS)",Haiti,2016,July,251
"USA (INS/DHS)",Haiti,2016,August,338
"USA (INS/DHS)","China, Hong Kong SAR",2016,July,1
"USA (INS/DHS)",Honduras,2016,January,344
"USA (INS/DHS)",Honduras,2016,February,417
"USA (INS/DHS)",Honduras,2016,March,533
"USA (INS/DHS)",Honduras,2016,April,518
"USA (INS/DHS)",Honduras,2016,May,459
"USA (INS/DHS)",Honduras,2016,June,514
"USA (INS/DHS)",Honduras,2016,July,364
"USA (INS/DHS)",Honduras,2016,August,525
"USA (INS/DHS)",Croatia,2016,January,1
"USA (INS/DHS)",Croatia,2016,June,2
"USA (INS/DHS)",Hungary,2016,January,1
"USA (INS/DHS)",Hungary,2016,February,1
"USA (INS/DHS)",Hungary,2016,March,2
"USA (INS/DHS)",Hungary,2016,April,5
"USA (INS/DHS)",Hungary,2016,May,1
"USA (INS/DHS)",Hungary,2016,June,4
"USA (INS/DHS)",Hungary,2016,July,1
"USA (INS/DHS)",Hungary,2016,August,2
"USA (INS/DHS)","Côte d'Ivoire",2016,January,27
"USA (INS/DHS)","Côte d'Ivoire",2016,February,25
"USA (INS/DHS)","Côte d'Ivoire",2016,March,22
"USA (INS/DHS)","Côte d'Ivoire",2016,April,31
"USA (INS/DHS)","Côte d'Ivoire",2016,May,30
"USA (INS/DHS)","Côte d'Ivoire",2016,June,33
"USA (INS/DHS)","Côte d'Ivoire",2016,July,24
"USA (INS/DHS)","Côte d'Ivoire",2016,August,25
"USA (INS/DHS)",India,2016,January,214
"USA (INS/DHS)",India,2016,February,268
"USA (INS/DHS)",India,2016,March,308
"USA (INS/DHS)",India,2016,April,260
"USA (INS/DHS)",India,2016,May,256
"USA (INS/DHS)",India,2016,June,299
"USA (INS/DHS)",India,2016,July,255
"USA (INS/DHS)",India,2016,August,293
"USA (INS/DHS)",Indonesia,2016,January,19
"USA (INS/DHS)",Indonesia,2016,February,34
"USA (INS/DHS)",Indonesia,2016,March,36
"USA (INS/DHS)",Indonesia,2016,April,37
"USA (INS/DHS)",Indonesia,2016,May,25
"USA (INS/DHS)",Indonesia,2016,June,24
"USA (INS/DHS)",Indonesia,2016,July,30
"USA (INS/DHS)",Indonesia,2016,August,49
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,January,94
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,February,74
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,March,79
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,April,90
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,May,59
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,June,85
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,July,71
"USA (INS/DHS)","Iran (Islamic Rep. of)",2016,August,74
"USA (INS/DHS)",Iraq,2016,January,86
"USA (INS/DHS)",Iraq,2016,February,117
"USA (INS/DHS)",Iraq,2016,March,132
"USA (INS/DHS)",Iraq,2016,April,119
"USA (INS/DHS)",Iraq,2016,May,127
"USA (INS/DHS)",Iraq,2016,June,102
"USA (INS/DHS)",Iraq,2016,July,70
"USA (INS/DHS)",Iraq,2016,August,124
"USA (INS/DHS)",Israel,2016,January,5
"USA (INS/DHS)",Israel,2016,February,8
"USA (INS/DHS)",Israel,2016,March,10
"USA (INS/DHS)",Israel,2016,April,7
"USA (INS/DHS)",Israel,2016,May,10
"USA (INS/DHS)",Israel,2016,June,7
"USA (INS/DHS)",Israel,2016,July,15
"USA (INS/DHS)",Israel,2016,August,16
"USA (INS/DHS)",Italy,2016,January,5
"USA (INS/DHS)",Italy,2016,February,4
"USA (INS/DHS)",Italy,2016,April,1
"USA (INS/DHS)",Italy,2016,June,1
"USA (INS/DHS)",Italy,2016,July,1
"USA (INS/DHS)",Italy,2016,August,3
"USA (INS/DHS)",Jamaica,2016,January,11
"USA (INS/DHS)",Jamaica,2016,February,18
"USA (INS/DHS)",Jamaica,2016,March,11
"USA (INS/DHS)",Jamaica,2016,April,11
"USA (INS/DHS)",Jamaica,2016,May,13
"USA (INS/DHS)",Jamaica,2016,June,16
"USA (INS/DHS)",Jamaica,2016,July,17
"USA (INS/DHS)",Jamaica,2016,August,14
"USA (INS/DHS)",Jordan,2016,January,27
"USA (INS/DHS)",Jordan,2016,February,31
"USA (INS/DHS)",Jordan,2016,March,34
"USA (INS/DHS)",Jordan,2016,April,44
"USA (INS/DHS)",Jordan,2016,May,35
"USA (INS/DHS)",Jordan,2016,June,46
"USA (INS/DHS)",Jordan,2016,July,33
"USA (INS/DHS)",Jordan,2016,August,45
"USA (INS/DHS)",Japan,2016,January,1
"USA (INS/DHS)",Japan,2016,March,1
"USA (INS/DHS)",Japan,2016,July,1
"USA (INS/DHS)",Japan,2016,August,1
"USA (INS/DHS)",Kazakhstan,2016,January,15
"USA (INS/DHS)",Kazakhstan,2016,February,32
"USA (INS/DHS)",Kazakhstan,2016,March,29
"USA (INS/DHS)",Kazakhstan,2016,April,24
"USA (INS/DHS)",Kazakhstan,2016,May,41
"USA (INS/DHS)",Kazakhstan,2016,June,42
"USA (INS/DHS)",Kazakhstan,2016,July,39
"USA (INS/DHS)",Kazakhstan,2016,August,40
"USA (INS/DHS)",Kenya,2016,January,33
"USA (INS/DHS)",Kenya,2016,February,44
"USA (INS/DHS)",Kenya,2016,March,58
"USA (INS/DHS)",Kenya,2016,April,54
"USA (INS/DHS)",Kenya,2016,May,62
"USA (INS/DHS)",Kenya,2016,June,57
"USA (INS/DHS)",Kenya,2016,July,53
"USA (INS/DHS)",Kenya,2016,August,62
"USA (INS/DHS)",Kyrgyzstan,2016,January,13
"USA (INS/DHS)",Kyrgyzstan,2016,February,19
"USA (INS/DHS)",Kyrgyzstan,2016,March,18
"USA (INS/DHS)",Kyrgyzstan,2016,April,18
"USA (INS/DHS)",Kyrgyzstan,2016,May,19
"USA (INS/DHS)",Kyrgyzstan,2016,June,27
"USA (INS/DHS)",Kyrgyzstan,2016,July,12
"USA (INS/DHS)",Kyrgyzstan,2016,August,16
"USA (INS/DHS)","Rep. of Korea",2016,February,2
"USA (INS/DHS)","Rep. of Korea",2016,March,1
"USA (INS/DHS)","Rep. of Korea",2016,April,1
"USA (INS/DHS)","Rep. of Korea",2016,May,2
"USA (INS/DHS)","Rep. of Korea",2016,June,3
"USA (INS/DHS)","Rep. of Korea",2016,July,1
"USA (INS/DHS)","Rep. of Korea",2016,August,6
"USA (INS/DHS)","Dem. People's Rep. of Korea",2016,June,2
"USA (INS/DHS)","Dem. People's Rep. of Korea",2016,July,1
"USA (INS/DHS)","Dem. People's Rep. of Korea",2016,August,1
"USA (INS/DHS)",Kuwait,2016,January,3
"USA (INS/DHS)",Kuwait,2016,February,1
"USA (INS/DHS)",Kuwait,2016,March,6
"USA (INS/DHS)",Kuwait,2016,April,8
"USA (INS/DHS)",Kuwait,2016,May,3
"USA (INS/DHS)",Kuwait,2016,June,4
"USA (INS/DHS)",Kuwait,2016,July,2
"USA (INS/DHS)",Kuwait,2016,August,11
"USA (INS/DHS)","Lao People's Dem. Rep.",2016,March,1
"USA (INS/DHS)","Lao People's Dem. Rep.",2016,May,2
"USA (INS/DHS)","Lao People's Dem. Rep.",2016,June,2
"USA (INS/DHS)","Lao People's Dem. Rep.",2016,July,1
"USA (INS/DHS)","Lao People's Dem. Rep.",2016,August,3
"USA (INS/DHS)",Liberia,2016,January,21
"USA (INS/DHS)",Liberia,2016,February,25
"USA (INS/DHS)",Liberia,2016,March,26
"USA (INS/DHS)",Liberia,2016,April,17
"USA (INS/DHS)",Liberia,2016,May,21
"USA (INS/DHS)",Liberia,2016,June,20
"USA (INS/DHS)",Liberia,2016,July,21
"USA (INS/DHS)",Liberia,2016,August,24
"USA (INS/DHS)",Libya,2016,January,24
"USA (INS/DHS)",Libya,2016,February,27
"USA (INS/DHS)",Libya,2016,March,26
"USA (INS/DHS)",Libya,2016,April,34
"USA (INS/DHS)",Libya,2016,May,24
"USA (INS/DHS)",Libya,2016,June,29
"USA (INS/DHS)",Libya,2016,July,28
"USA (INS/DHS)",Libya,2016,August,35
"USA (INS/DHS)","Saint Lucia",2016,March,1
"USA (INS/DHS)",Lebanon,2016,January,15
"USA (INS/DHS)",Lebanon,2016,February,19
"USA (INS/DHS)",Lebanon,2016,March,16
"USA (INS/DHS)",Lebanon,2016,April,17
"USA (INS/DHS)",Lebanon,2016,May,16
"USA (INS/DHS)",Lebanon,2016,June,16
"USA (INS/DHS)",Lebanon,2016,July,10
"USA (INS/DHS)",Lebanon,2016,August,12
"USA (INS/DHS)","Sri Lanka",2016,January,26
