"TIME","GEO","AGE","SEX","UNIT","Value"
"1982","Ukraine","Total","Total","Number",":"
"1982","Armenia","Total","Total","Number",":"
"1982","Azerbaijan","Total","Total","Number",":"
"1982","Georgia","Total","Total","Number",":"
"1983","European Union (28 countries)","Total","Total","Number","466,410,886"
"1983","European Union (27 countries)","Total","Total","Number","461,763,965"
"1983","Euro area (19 countries)","Total","Total","Number","303,140,259"
"1983","Euro area (18 countries)","Total","Total","Number","299,669,586"
"1983","Belgium","Total","Total","Number","9,858,017"
"1983","Bulgaria","Total","Total","Number","8,929,332"
"1983","Czech Republic","Total","Total","Number","10,321,186"
"1983","Denmark","Total","Total","Number","5,116,464"
"1983","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,546,101"
"1983","Germany including former GDR","Total","Total","Number","78,248,407"
"1983","Estonia","Total","Total","Number","1,503,743"
"1983","Ireland","Total","Total","Number","3,498,400"
"1983","Greece","Total","Total","Number","9,821,152"
"1983","Spain","Total","Total","Number","38,090,151"
"1983","France","Total","Total","Number",":"
"1983","France (metropolitan)","Total","Total","Number","54,649,984"
"1983","Croatia","Total","Total","Number","4,646,921"
"1983","Italy","Total","Total","Number","56,563,031"
"1983","Cyprus","Total","Total","Number","524,623"
"1983","Latvia","Total","Total","Number","2,537,958"
"1983","Lithuania","Total","Total","Number","3,470,673"
"1983","Luxembourg","Total","Total","Number","365,450"
"1983","Hungary","Total","Total","Number","10,700,155"
"1983","Malta","Total","Total","Number","331,859"
"1983","Netherlands","Total","Total","Number","14,339,551"
"1983","Austria","Total","Total","Number","7,564,185"
"1983","Poland","Total","Total","Number","36,398,652"
"1983","Portugal","Total","Total","Number","9,939,871"
"1983","Romania","Total","Total","Number","22,527,235"
"1983","Slovenia","Total","Total","Number","1,917,173"
"1983","Slovakia","Total","Total","Number","5,074,316"
"1983","Finland","Total","Total","Number","4,841,715"
"1983","Sweden","Total","Total","Number","8,327,488"
"1983","United Kingdom","Total","Total","Number","56,303,194"
"1983","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","470,795,314"
"1983","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","466,148,393"
"1983","European Free Trade Association","Total","Total","Number","10,794,141"
"1983","Iceland","Total","Total","Number","235,537"
"1983","Liechtenstein","Total","Total","Number","26,380"
"1983","Norway","Total","Total","Number","4,122,511"
"1983","Switzerland","Total","Total","Number","6,409,713"
"1983","Montenegro","Total","Total","Number",":"
"1983","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,954,972"
"1983","Albania","Total","Total","Number","2,815,239"
"1983","Serbia","Total","Total","Number",":"
"1983","Turkey","Total","Total","Number","47,210,448"
"1983","Andorra","Total","Total","Number",":"
"1983","Belarus","Total","Total","Number",":"
"1983","Bosnia and Herzegovina","Total","Total","Number","4,203,208"
"1983","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1983","Moldova","Total","Total","Number",":"
"1983","Monaco","Total","Total","Number",":"
"1983","Russia","Total","Total","Number",":"
"1983","San Marino","Total","Total","Number",":"
"1983","Ukraine","Total","Total","Number",":"
"1983","Armenia","Total","Total","Number",":"
"1983","Azerbaijan","Total","Total","Number",":"
"1983","Georgia","Total","Total","Number",":"
"1984","European Union (28 countries)","Total","Total","Number","467,368,929"
"1984","European Union (27 countries)","Total","Total","Number","462,699,342"
"1984","Euro area (19 countries)","Total","Total","Number","303,600,009"
"1984","Euro area (18 countries)","Total","Total","Number","300,100,298"
"1984","Belgium","Total","Total","Number","9,853,023"
"1984","Bulgaria","Total","Total","Number","8,950,144"
"1984","Czech Republic","Total","Total","Number","10,326,526"
"1984","Denmark","Total","Total","Number","5,112,130"
"1984","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,306,669"
"1984","Germany including former GDR","Total","Total","Number","78,008,156"
"1984","Estonia","Total","Total","Number","1,513,747"
"1984","Ireland","Total","Total","Number","3,522,800"
"1984","Greece","Total","Total","Number","9,872,102"
"1984","Spain","Total","Total","Number","38,252,899"
"1984","France","Total","Total","Number",":"
"1984","France (metropolitan)","Total","Total","Number","54,894,854"
"1984","Croatia","Total","Total","Number","4,669,587"
"1984","Italy","Total","Total","Number","56,565,117"
"1984","Cyprus","Total","Total","Number","531,518"
"1984","Latvia","Total","Total","Number","2,554,063"
"1984","Lithuania","Total","Total","Number","3,499,711"
"1984","Luxembourg","Total","Total","Number","365,794"
"1984","Hungary","Total","Total","Number","10,678,770"
"1984","Malta","Total","Total","Number","329,189"
"1984","Netherlands","Total","Total","Number","14,394,589"
"1984","Austria","Total","Total","Number","7,559,635"
"1984","Poland","Total","Total","Number","36,744,964"
"1984","Portugal","Total","Total","Number","9,975,859"
"1984","Romania","Total","Total","Number","22,593,720"
"1984","Slovenia","Total","Total","Number","1,927,469"
"1984","Slovakia","Total","Total","Number","5,109,626"
"1984","Finland","Total","Total","Number","4,869,858"
"1984","Sweden","Total","Total","Number","8,330,577"
"1984","United Kingdom","Total","Total","Number","56,362,502"
"1984","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","471,768,210"
"1984","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","467,098,623"
"1984","European Free Trade Association","Total","Total","Number","10,827,114"
"1984","Iceland","Total","Total","Number","238,416"
"1984","Liechtenstein","Total","Total","Number","26,512"
"1984","Norway","Total","Total","Number","4,134,353"
"1984","Switzerland","Total","Total","Number","6,427,833"
"1984","Montenegro","Total","Total","Number",":"
"1984","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,980,139"
"1984","Albania","Total","Total","Number","2,872,681"
"1984","Serbia","Total","Total","Number",":"
"1984","Turkey","Total","Total","Number","48,401,689"
"1984","Andorra","Total","Total","Number",":"
"1984","Belarus","Total","Total","Number",":"
"1984","Bosnia and Herzegovina","Total","Total","Number","4,248,746"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1984","Moldova","Total","Total","Number",":"
"1984","Monaco","Total","Total","Number",":"
"1984","Russia","Total","Total","Number",":"
"1984","San Marino","Total","Total","Number",":"
"1984","Ukraine","Total","Total","Number",":"
"1984","Armenia","Total","Total","Number",":"
"1984","Azerbaijan","Total","Total","Number",":"
"1984","Georgia","Total","Total","Number",":"
"1985","European Union (28 countries)","Total","Total","Number","468,389,143"
"1985","European Union (27 countries)","Total","Total","Number","463,698,160"
"1985","Euro area (19 countries)","Total","Total","Number","304,049,567"
"1985","Euro area (18 countries)","Total","Total","Number","300,520,869"
"1985","Belgium","Total","Total","Number","9,857,721"
"1985","Bulgaria","Total","Total","Number","8,971,214"
"1985","Czech Republic","Total","Total","Number","10,333,900"
"1985","Denmark","Total","Total","Number","5,111,108"
"1985","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,049,256"
"1985","Germany including former GDR","Total","Total","Number","77,709,213"
"1985","Estonia","Total","Total","Number","1,523,486"
"1985","Ireland","Total","Total","Number","3,542,046"
"1985","Greece","Total","Total","Number","9,919,500"
"1985","Spain","Total","Total","Number","38,407,829"
"1985","France","Total","Total","Number",":"
"1985","France (metropolitan)","Total","Total","Number","55,157,303"
"1985","Croatia","Total","Total","Number","4,690,983"
"1985","Italy","Total","Total","Number","56,588,319"
"1985","Cyprus","Total","Total","Number","538,397"
"1985","Latvia","Total","Total","Number","2,570,030"
"1985","Lithuania","Total","Total","Number","3,528,698"
"1985","Luxembourg","Total","Total","Number","366,202"
"1985","Hungary","Total","Total","Number","10,657,420"
"1985","Malta","Total","Total","Number","331,997"
"1985","Netherlands","Total","Total","Number","14,453,833"
"1985","Austria","Total","Total","Number","7,563,233"
"1985","Poland","Total","Total","Number","37,063,303"
"1985","Portugal","Total","Total","Number","10,016,605"
"1985","Romania","Total","Total","Number","22,687,374"
"1985","Slovenia","Total","Total","Number","1,936,839"
"1985","Slovakia","Total","Total","Number","5,144,568"
"1985","Finland","Total","Total","Number","4,893,748"
"1985","Sweden","Total","Total","Number","8,342,633"
"1985","United Kingdom","Total","Total","Number","56,481,641"
"1985","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","472,802,274"
"1985","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","468,111,291"
"1985","European Free Trade Association","Total","Total","Number","10,869,027"
"1985","Iceland","Total","Total","Number","240,606"
"1985","Liechtenstein","Total","Total","Number","26,680"
"1985","Norway","Total","Total","Number","4,145,845"
"1985","Switzerland","Total","Total","Number","6,455,896"
"1985","Montenegro","Total","Total","Number",":"
"1985","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,004,709"
"1985","Albania","Total","Total","Number","2,936,177"
"1985","Serbia","Total","Total","Number",":"
"1985","Turkey","Total","Total","Number","49,662,958"
"1985","Andorra","Total","Total","Number",":"
"1985","Belarus","Total","Total","Number",":"
"1985","Bosnia and Herzegovina","Total","Total","Number","4,293,863"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1985","Moldova","Total","Total","Number",":"
"1985","Monaco","Total","Total","Number",":"
"1985","Russia","Total","Total","Number",":"
"1985","San Marino","Total","Total","Number",":"
"1985","Ukraine","Total","Total","Number",":"
"1985","Armenia","Total","Total","Number",":"
"1985","Azerbaijan","Total","Total","Number",":"
"1985","Georgia","Total","Total","Number",":"
"1986","European Union (28 countries)","Total","Total","Number","469,495,134"
"1986","European Union (27 countries)","Total","Total","Number","464,783,282"
"1986","Euro area (19 countries)","Total","Total","Number","304,640,663"
"1986","Euro area (18 countries)","Total","Total","Number","301,080,275"
"1986","Belgium","Total","Total","Number","9,858,895"
"1986","Bulgaria","Total","Total","Number","8,949,880"
"1986","Czech Republic","Total","Total","Number","10,340,335"
"1986","Denmark","Total","Total","Number","5,116,273"
"1986","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,020,474"
"1986","Germany including former GDR","Total","Total","Number","77,660,533"
"1986","Estonia","Total","Total","Number","1,534,076"
"1986","Ireland","Total","Total","Number","3,534,117"
"1986","Greece","Total","Total","Number","9,949,100"
"1986","Spain","Total","Total","Number","38,531,195"
"1986","France","Total","Total","Number",":"
"1986","France (metropolitan)","Total","Total","Number","55,411,238"
"1986","Croatia","Total","Total","Number","4,711,852"
"1986","Italy","Total","Total","Number","56,597,823"
"1986","Cyprus","Total","Total","Number","544,605"
"1986","Latvia","Total","Total","Number","2,587,716"
"1986","Lithuania","Total","Total","Number","3,560,388"
"1986","Luxembourg","Total","Total","Number","367,210"
"1986","Hungary","Total","Total","Number","10,640,006"
"1986","Malta","Total","Total","Number","340,907"
"1986","Netherlands","Total","Total","Number","14,529,430"
"1986","Austria","Total","Total","Number","7,566,736"
"1986","Poland","Total","Total","Number","37,340,467"
"1986","Portugal","Total","Total","Number","10,030,621"
"1986","Romania","Total","Total","Number","22,778,624"
"1986","Slovenia","Total","Total","Number","1,946,442"
"1986","Slovakia","Total","Total","Number","5,178,967"
"1986","Finland","Total","Total","Number","4,910,664"
"1986","Sweden","Total","Total","Number","8,358,139"
"1986","United Kingdom","Total","Total","Number","56,618,895"
"1986","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","473,923,600"
"1986","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","469,211,748"
"1986","European Free Trade Association","Total","Total","Number","10,913,300"
"1986","Iceland","Total","Total","Number","242,203"
"1986","Liechtenstein","Total","Total","Number","27,076"
"1986","Norway","Total","Total","Number","4,159,187"
"1986","Switzerland","Total","Total","Number","6,484,834"
"1986","Montenegro","Total","Total","Number",":"
"1986","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,029,175"
"1986","Albania","Total","Total","Number","2,993,347"
"1986","Serbia","Total","Total","Number",":"
"1986","Turkey","Total","Total","Number","50,695,548"
"1986","Andorra","Total","Total","Number","44,593"
"1986","Belarus","Total","Total","Number",":"
"1986","Bosnia and Herzegovina","Total","Total","Number","4,337,350"
"1986","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1986","Moldova","Total","Total","Number",":"
"1986","Monaco","Total","Total","Number",":"
"1986","Russia","Total","Total","Number",":"
"1986","San Marino","Total","Total","Number",":"
"1986","Ukraine","Total","Total","Number",":"
"1986","Armenia","Total","Total","Number",":"
"1986","Azerbaijan","Total","Total","Number",":"
"1986","Georgia","Total","Total","Number",":"
"1987","European Union (28 countries)","Total","Total","Number","470,831,973"
"1987","European Union (27 countries)","Total","Total","Number","466,100,932"
"1987","Euro area (19 countries)","Total","Total","Number","305,452,191"
"1987","Euro area (18 countries)","Total","Total","Number","301,854,752"
"1987","Belgium","Total","Total","Number","9,864,751"
"1987","Bulgaria","Total","Total","Number","8,966,462"
"1987","Czech Republic","Total","Total","Number","10,344,119"
"1987","Denmark","Total","Total","Number","5,124,794"
"1987","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,140,461"
"1987","Germany including former GDR","Total","Total","Number","77,780,338"
"1987","Estonia","Total","Total","Number","1,546,304"
"1987","Ireland","Total","Total","Number","3,545,263"
"1987","Greece","Total","Total","Number","9,985,326"
"1987","Spain","Total","Total","Number","38,638,052"
"1987","France","Total","Total","Number",":"
"1987","France (metropolitan)","Total","Total","Number","55,681,780"
"1987","Croatia","Total","Total","Number","4,731,041"
"1987","Italy","Total","Total","Number","56,594,487"
"1987","Cyprus","Total","Total","Number","550,888"
"1987","Latvia","Total","Total","Number","2,612,068"
"1987","Lithuania","Total","Total","Number","3,597,439"
"1987","Luxembourg","Total","Total","Number","369,500"
"1987","Hungary","Total","Total","Number","10,621,121"
"1987","Malta","Total","Total","Number","343,334"
"1987","Netherlands","Total","Total","Number","14,615,125"
"1987","Austria","Total","Total","Number","7,572,852"
"1987","Poland","Total","Total","Number","37,571,771"
"1987","Portugal","Total","Total","Number","10,034,846"
"1987","Romania","Total","Total","Number","22,895,058"
"1987","Slovenia","Total","Total","Number","1,985,486"
"1987","Slovakia","Total","Total","Number","5,208,708"
"1987","Finland","Total","Total","Number","4,925,644"
"1987","Sweden","Total","Total","Number","8,381,519"
"1987","United Kingdom","Total","Total","Number","56,743,897"
"1987","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","475,279,050"
"1987","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","470,548,009"
"1987","European Free Trade Association","Total","Total","Number","10,970,490"
"1987","Iceland","Total","Total","Number","244,157"
"1987","Liechtenstein","Total","Total","Number","27,399"
"1987","Norway","Total","Total","Number","4,175,521"
"1987","Switzerland","Total","Total","Number","6,523,413"
"1987","Montenegro","Total","Total","Number",":"
"1987","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,052,953"
"1987","Albania","Total","Total","Number","3,051,923"
"1987","Serbia","Total","Total","Number",":"
"1987","Turkey","Total","Total","Number","51,791,212"
"1987","Andorra","Total","Total","Number","46,976"
"1987","Belarus","Total","Total","Number",":"
"1987","Bosnia and Herzegovina","Total","Total","Number","4,379,545"
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1987","Moldova","Total","Total","Number",":"
"1987","Monaco","Total","Total","Number",":"
"1987","Russia","Total","Total","Number",":"
"1987","San Marino","Total","Total","Number",":"
"1987","Ukraine","Total","Total","Number",":"
"1987","Armenia","Total","Total","Number",":"
"1987","Azerbaijan","Total","Total","Number",":"
"1987","Georgia","Total","Total","Number",":"
"1988","European Union (28 countries)","Total","Total","Number","472,079,145"
"1988","European Union (27 countries)","Total","Total","Number","467,330,695"
"1988","Euro area (19 countries)","Total","Total","Number","306,227,897"
"1988","Euro area (18 countries)","Total","Total","Number","302,592,602"
"1988","Belgium","Total","Total","Number","9,875,716"
"1988","Bulgaria","Total","Total","Number","8,976,255"
"1988","Czech Republic","Total","Total","Number","10,350,517"
"1988","Denmark","Total","Total","Number","5,129,254"
"1988","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,238,079"
"1988","Germany including former GDR","Total","Total","Number","77,899,502"
"1988","Estonia","Total","Total","Number","1,558,137"
"1988","Ireland","Total","Total","Number","3,534,850"
"1988","Greece","Total","Total","Number","10,015,863"
"1988","Spain","Total","Total","Number","38,731,578"
"1988","France","Total","Total","Number",":"
"1988","France (metropolitan)","Total","Total","Number","55,966,142"
"1988","Croatia","Total","Total","Number","4,748,450"
"1988","Italy","Total","Total","Number","56,609,375"
"1988","Cyprus","Total","Total","Number","556,584"
"1988","Latvia","Total","Total","Number","2,641,097"
"1988","Lithuania","Total","Total","Number","3,635,295"
"1988","Luxembourg","Total","Total","Number","372,000"
"1988","Hungary","Total","Total","Number","10,604,360"
"1988","Malta","Total","Total","Number","345,636"
"1988","Netherlands","Total","Total","Number","14,714,948"
"1988","Austria","Total","Total","Number","7,576,319"
"1988","Poland","Total","Total","Number","37,764,318"
"1988","Portugal","Total","Total","Number","10,025,215"
"1988","Romania","Total","Total","Number","23,003,802"
"1988","Slovenia","Total","Total","Number","1,994,066"
"1988","Slovakia","Total","Total","Number","5,236,972"
"1988","Finland","Total","Total","Number","4,938,602"
"1988","Sweden","Total","Total","Number","8,414,089"
"1988","United Kingdom","Total","Total","Number","56,860,203"
"1988","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","476,552,709"
"1988","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","471,804,259"
"1988","European Free Trade Association","Total","Total","Number","11,040,363"
"1988","Iceland","Total","Total","Number","247,561"
"1988","Liechtenstein","Total","Total","Number","27,714"
"1988","Norway","Total","Total","Number","4,198,289"
"1988","Switzerland","Total","Total","Number","6,566,799"
"1988","Montenegro","Total","Total","Number",":"
"1988","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,077,056"
"1988","Albania","Total","Total","Number","3,115,286"
"1988","Serbia","Total","Total","Number",":"
"1988","Turkey","Total","Total","Number","52,953,586"
"1988","Andorra","Total","Total","Number","48,451"
"1988","Belarus","Total","Total","Number",":"
"1988","Bosnia and Herzegovina","Total","Total","Number","4,421,373"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1988","Moldova","Total","Total","Number",":"
"1988","Monaco","Total","Total","Number",":"
"1988","Russia","Total","Total","Number",":"
"1988","San Marino","Total","Total","Number",":"
"1988","Ukraine","Total","Total","Number",":"
"1988","Armenia","Total","Total","Number",":"
"1988","Azerbaijan","Total","Total","Number",":"
"1988","Georgia","Total","Total","Number",":"
"1989","European Union (28 countries)","Total","Total","Number","473,711,655"
"1989","European Union (27 countries)","Total","Total","Number","468,949,690"
"1989","Euro area (19 countries)","Total","Total","Number","307,433,114"
"1989","Euro area (18 countries)","Total","Total","Number","303,758,312"
"1989","Belgium","Total","Total","Number","9,927,612"
"1989","Bulgaria","Total","Total","Number","8,986,636"
"1989","Czech Republic","Total","Total","Number","10,360,034"
"1989","Denmark","Total","Total","Number","5,129,778"
"1989","Germany (until 1990 former territory of the FRG)","Total","Total","Number","61,715,103"
"1989","Germany including former GDR","Total","Total","Number","78,389,735"
"1989","Estonia","Total","Total","Number","1,565,662"
"1989","Ireland","Total","Total","Number","3,515,048"
"1989","Greece","Total","Total","Number","10,058,103"
"1989","Spain","Total","Total","Number","38,802,300"
"1989","France","Total","Total","Number",":"
"1989","France (metropolitan)","Total","Total","Number","56,269,810"
"1989","Croatia","Total","Total","Number","4,761,965"
"1989","Italy","Total","Total","Number","56,649,201"
"1989","Cyprus","Total","Total","Number","562,693"
"1989","Latvia","Total","Total","Number","2,665,770"
"1989","Lithuania","Total","Total","Number","3,674,802"
"1989","Luxembourg","Total","Total","Number","374,900"
"1989","Hungary","Total","Total","Number","10,588,614"
"1989","Malta","Total","Total","Number","349,014"
"1989","Netherlands","Total","Total","Number","14,805,240"
"1989","Austria","Total","Total","Number","7,594,315"
"1989","Poland","Total","Total","Number","37,884,655"
"1989","Portugal","Total","Total","Number","10,014,005"
"1989","Romania","Total","Total","Number","23,111,521"
"1989","Slovenia","Total","Total","Number","1,996,325"
"1989","Slovakia","Total","Total","Number","5,264,220"
"1989","Finland","Total","Total","Number","4,954,359"
"1989","Sweden","Total","Total","Number","8,458,888"
"1989","United Kingdom","Total","Total","Number","56,996,450"
"1989","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","478,212,441"
"1989","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","473,450,476"
"1989","European Free Trade Association","Total","Total","Number","11,120,759"
"1989","Iceland","Total","Total","Number","251,919"
"1989","Liechtenstein","Total","Total","Number","28,181"
"1989","Norway","Total","Total","Number","4,220,686"
"1989","Switzerland","Total","Total","Number","6,619,973"
"1989","Montenegro","Total","Total","Number",":"
"1989","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","2,100,246"
"1989","Albania","Total","Total","Number","3,169,386"
"1989","Serbia","Total","Total","Number",":"
"1989","Turkey","Total","Total","Number","54,186,642"
"1989","Andorra","Total","Total","Number","50,528"
"1989","Belarus","Total","Total","Number",":"
"1989","Bosnia and Herzegovina","Total","Total","Number","4,461,498"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1989","Moldova","Total","Total","Number",":"
"1989","Monaco","Total","Total","Number",":"
"1989","Russia","Total","Total","Number",":"
"1989","San Marino","Total","Total","Number",":"
"1989","Ukraine","Total","Total","Number",":"
"1989","Armenia","Total","Total","Number",":"
"1989","Azerbaijan","Total","Total","Number",":"
"1989","Georgia","Total","Total","Number",":"
"1990","European Union (28 countries)","Total","Total","Number","475,187,711"
"1990","European Union (27 countries)","Total","Total","Number","470,415,155"
"1990","Euro area (19 countries)","Total","Total","Number","308,841,704"
"1990","Euro area (18 countries)","Total","Total","Number","305,147,996"
"1990","Belgium","Total","Total","Number","9,947,782"
"1990","Bulgaria","Total","Total","Number","8,767,308"
"1990","Czech Republic","Total","Total","Number","10,362,102"
"1990","Denmark","Total","Total","Number","5,135,409"
"1990","Germany (until 1990 former territory of the FRG)","Total","Total","Number","62,679,035"
"1990","Germany including former GDR","Total","Total","Number","79,112,831"
"1990","Estonia","Total","Total","Number","1,570,599"
"1990","Ireland","Total","Total","Number","3,506,970"
"1990","Greece","Total","Total","Number","10,120,892"
"1990","Spain","Total","Total","Number","38,853,227"
"1990","France","Total","Total","Number",":"
"1990","France (metropolitan)","Total","Total","Number","56,577,000"
"1990","Croatia","Total","Total","Number","4,772,556"
"1990","Italy","Total","Total","Number","56,694,360"
"1990","Cyprus","Total","Total","Number","572,655"
"1990","Latvia","Total","Total","Number","2,668,140"
"1990","Lithuania","Total","Total","Number","3,693,708"
"1990","Luxembourg","Total","Total","Number","379,300"
"1990","Hungary","Total","Total","Number","10,374,823"
"1990","Malta","Total","Total","Number","352,430"
"1990","Netherlands","Total","Total","Number","14,892,574"
"1990","Austria","Total","Total","Number","7,644,818"
"1990","Poland","Total","Total","Number","38,038,403"
"1990","Portugal","Total","Total","Number","9,995,995"
"1990","Romania","Total","Total","Number","23,211,395"
"1990","Slovenia","Total","Total","Number","1,996,377"
"1990","Slovakia","Total","Total","Number","5,287,663"
"1990","Finland","Total","Total","Number","4,974,383"
"1990","Sweden","Total","Total","Number","8,527,039"
"1990","United Kingdom","Total","Total","Number","57,156,972"
"1990","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","479,703,064"
"1990","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","474,930,508"
"1990","European Free Trade Association","Total","Total","Number","11,189,203"
"1990","Iceland","Total","Total","Number","253,785"
"1990","Liechtenstein","Total","Total","Number","28,452"
"1990","Norway","Total","Total","Number","4,233,116"
"1990","Switzerland","Total","Total","Number","6,673,850"
"1990","Montenegro","Total","Total","Number",":"
"1990","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,873,109"
"1990","Albania","Total","Total","Number","3,286,500"
"1990","Serbia","Total","Total","Number",":"
"1990","Turkey","Total","Total","Number","55,494,711"
"1990","Andorra","Total","Total","Number","50,887"
"1990","Belarus","Total","Total","Number",":"
"1990","Bosnia and Herzegovina","Total","Total","Number","4,499,203"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1990","Moldova","Total","Total","Number",":"
"1990","Monaco","Total","Total","Number",":"
"1990","Russia","Total","Total","Number",":"
"1990","San Marino","Total","Total","Number",":"
"1990","Ukraine","Total","Total","Number",":"
"1990","Armenia","Total","Total","Number",":"
"1990","Azerbaijan","Total","Total","Number",":"
"1990","Georgia","Total","Total","Number",":"
"1991","European Union (28 countries)","Total","Total","Number","476,842,235"
"1991","European Union (27 countries)","Total","Total","Number","472,060,056"
"1991","Euro area (19 countries)","Total","Total","Number","310,262,295"
"1991","Euro area (18 countries)","Total","Total","Number","306,560,327"
"1991","Belgium","Total","Total","Number","9,986,975"
"1991","Bulgaria","Total","Total","Number","8,669,269"
"1991","Czech Republic","Total","Total","Number","10,304,607"
"1991","Denmark","Total","Total","Number","5,146,469"
"1991","Germany (until 1990 former territory of the FRG)","Total","Total","Number","79,753,227"
"1991","Germany including former GDR","Total","Total","Number","79,753,227"
"1991","Estonia","Total","Total","Number","1,567,749"
"1991","Ireland","Total","Total","Number","3,520,977"
"1991","Greece","Total","Total","Number","10,272,691"
"1991","Spain","Total","Total","Number","38,881,416"
"1991","France","Total","Total","Number","58,313,439"
"1991","France (metropolitan)","Total","Total","Number","56,840,661"
"1991","Croatia","Total","Total","Number","4,782,179"
"1991","Italy","Total","Total","Number","56,744,119"
"1991","Cyprus","Total","Total","Number","587,141"
"1991","Latvia","Total","Total","Number","2,658,161"
"1991","Lithuania","Total","Total","Number","3,701,968"
"1991","Luxembourg","Total","Total","Number","384,400"
"1991","Hungary","Total","Total","Number","10,373,153"
"1991","Malta","Total","Total","Number","361,908"
"1991","Netherlands","Total","Total","Number","15,010,445"
"1991","Austria","Total","Total","Number","7,710,882"
"1991","Poland","Total","Total","Number","38,183,160"
"1991","Portugal","Total","Total","Number","9,970,441"
"1991","Romania","Total","Total","Number","23,192,274"
"1991","Slovenia","Total","Total","Number","1,999,945"
"1991","Slovakia","Total","Total","Number","5,310,711"
"1991","Finland","Total","Total","Number","4,998,478"
"1991","Sweden","Total","Total","Number","8,590,630"
"1991","United Kingdom","Total","Total","Number","57,338,199"
"1991","European Economic Area (EU28 plus IS, LI, NO)","Total","Total","Number","481,376,963"
"1991","European Economic Area (EU27 plus IS, LI, NO)","Total","Total","Number","476,594,784"
"1991","European Free Trade Association","Total","Total","Number","11,291,916"
"1991","Iceland","Total","Total","Number","255,866"
"1991","Liechtenstein","Total","Total","Number","29,032"
"1991","Norway","Total","Total","Number","4,249,830"
"1991","Switzerland","Total","Total","Number","6,757,188"
"1991","Montenegro","Total","Total","Number",":"
"1991","Former Yugoslav Republic of Macedonia, the","Total","Total","Number","1,890,872"
"1991","Albania","Total","Total","Number","3,259,814"
"1991","Serbia","Total","Total","Number",":"
"1991","Turkey","Total","Total","Number","56,714,051"
"1991","Andorra","Total","Total","Number","54,507"
"1991","Belarus","Total","Total","Number",":"
"1991","Bosnia and Herzegovina","Total","Total","Number","4,517,921"
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1991","Moldova","Total","Total","Number",":"
"1991","Monaco","Total","Total","Number",":"
"1991","Russia","Total","Total","Number",":"
"1991","San Marino","Total","Total","Number",":"
"1991","Ukraine","Total","Total","Number",":"
"1991","Armenia","Total","Total","Number",":"
"1991","Azerbaijan","Total","Total","Number",":"
"1991","Georgia","Total","Total","Number",":"
"1992","European Union (28 countries)","Total","Total","Number","477,925,131"
"1992","European Union (27 countries)","Total","Total","Number","473,329,265"
"1992","Euro area (19 countries)","Total","Total","Number","311,610,504"
"1992","Euro area (18 countries)","Total","Total","Number","307,904,205"
"1992","Belgium","Total","Total","Number","10,021,997"
"1992","Bulgaria","Total","Total","Number","8,595,465"
