"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2012M02","Total","Total","Total","Total","Asylum applicant","Person","25,935"
"2012M02","Total","Total","Total","Total","First time applicant","Person","21,495"
"2012M03","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","23,860"
"2012M03","European Union (28 countries)","Total","Total","Total","First time applicant","Person","19,645"
"2012M03","Belgium","Total","Total","Total","Asylum applicant","Person","2,195"
"2012M03","Belgium","Total","Total","Total","First time applicant","Person","1,515"
"2012M03","Bulgaria","Total","Total","Total","Asylum applicant","Person","65"
"2012M03","Bulgaria","Total","Total","Total","First time applicant","Person","50"
"2012M03","Czech Republic","Total","Total","Total","Asylum applicant","Person","60"
"2012M03","Czech Republic","Total","Total","Total","First time applicant","Person","40"
"2012M03","Denmark","Total","Total","Total","Asylum applicant","Person","460"
"2012M03","Denmark","Total","Total","Total","First time applicant","Person","460"
"2012M03","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","4,490"
"2012M03","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","3,715"
"2012M03","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2012M03","Estonia","Total","Total","Total","First time applicant","Person","5"
"2012M03","Ireland","Total","Total","Total","Asylum applicant","Person","60"
"2012M03","Ireland","Total","Total","Total","First time applicant","Person","55"
"2012M03","Greece","Total","Total","Total","Asylum applicant","Person","710"
"2012M03","Greece","Total","Total","Total","First time applicant","Person","710"
"2012M03","Spain","Total","Total","Total","Asylum applicant","Person","215"
"2012M03","Spain","Total","Total","Total","First time applicant","Person","180"
"2012M03","France","Total","Total","Total","Asylum applicant","Person","5,130"
"2012M03","France","Total","Total","Total","First time applicant","Person","4,430"
"2012M03","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M03","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M03","Italy","Total","Total","Total","Asylum applicant","Person","1,420"
"2012M03","Italy","Total","Total","Total","First time applicant","Person","1,405"
"2012M03","Cyprus","Total","Total","Total","Asylum applicant","Person","140"
"2012M03","Cyprus","Total","Total","Total","First time applicant","Person","135"
"2012M03","Latvia","Total","Total","Total","Asylum applicant","Person","35"
"2012M03","Latvia","Total","Total","Total","First time applicant","Person","30"
"2012M03","Lithuania","Total","Total","Total","Asylum applicant","Person","45"
"2012M03","Lithuania","Total","Total","Total","First time applicant","Person","35"
"2012M03","Luxembourg","Total","Total","Total","Asylum applicant","Person","205"
"2012M03","Luxembourg","Total","Total","Total","First time applicant","Person","200"
"2012M03","Hungary","Total","Total","Total","Asylum applicant","Person","165"
"2012M03","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M03","Malta","Total","Total","Total","Asylum applicant","Person","30"
"2012M03","Malta","Total","Total","Total","First time applicant","Person","30"
"2012M03","Netherlands","Total","Total","Total","Asylum applicant","Person","1,145"
"2012M03","Netherlands","Total","Total","Total","First time applicant","Person","825"
"2012M03","Austria","Total","Total","Total","Asylum applicant","Person","1,220"
"2012M03","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M03","Poland","Total","Total","Total","Asylum applicant","Person","740"
"2012M03","Poland","Total","Total","Total","First time applicant","Person","590"
"2012M03","Portugal","Total","Total","Total","Asylum applicant","Person","25"
"2012M03","Portugal","Total","Total","Total","First time applicant","Person","25"
"2012M03","Romania","Total","Total","Total","Asylum applicant","Person","300"
"2012M03","Romania","Total","Total","Total","First time applicant","Person","290"
"2012M03","Slovenia","Total","Total","Total","Asylum applicant","Person","15"
"2012M03","Slovenia","Total","Total","Total","First time applicant","Person","10"
"2012M03","Slovakia","Total","Total","Total","Asylum applicant","Person","30"
"2012M03","Slovakia","Total","Total","Total","First time applicant","Person","15"
"2012M03","Finland","Total","Total","Total","Asylum applicant","Person","215"
"2012M03","Finland","Total","Total","Total","First time applicant","Person","200"
"2012M03","Sweden","Total","Total","Total","Asylum applicant","Person","2,475"
"2012M03","Sweden","Total","Total","Total","First time applicant","Person","2,470"
"2012M03","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,270"
"2012M03","United Kingdom","Total","Total","Total","First time applicant","Person","2,210"
"2012M03","Iceland","Total","Total","Total","Asylum applicant","Person","0"
"2012M03","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M03","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2012M03","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M03","Norway","Total","Total","Total","Asylum applicant","Person","665"
"2012M03","Norway","Total","Total","Total","First time applicant","Person","620"
"2012M03","Switzerland","Total","Total","Total","Asylum applicant","Person","2,245"
"2012M03","Switzerland","Total","Total","Total","First time applicant","Person","1,905"
"2012M03","Total","Total","Total","Total","Asylum applicant","Person","26,780"
"2012M03","Total","Total","Total","Total","First time applicant","Person","22,170"
"2012M04","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","21,825"
"2012M04","European Union (28 countries)","Total","Total","Total","First time applicant","Person","17,785"
"2012M04","Belgium","Total","Total","Total","Asylum applicant","Person","2,145"
"2012M04","Belgium","Total","Total","Total","First time applicant","Person","1,410"
"2012M04","Bulgaria","Total","Total","Total","Asylum applicant","Person","45"
"2012M04","Bulgaria","Total","Total","Total","First time applicant","Person","30"
"2012M04","Czech Republic","Total","Total","Total","Asylum applicant","Person","45"
"2012M04","Czech Republic","Total","Total","Total","First time applicant","Person","20"
"2012M04","Denmark","Total","Total","Total","Asylum applicant","Person","440"
"2012M04","Denmark","Total","Total","Total","First time applicant","Person","440"
"2012M04","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","4,105"
"2012M04","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","3,285"
"2012M04","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2012M04","Estonia","Total","Total","Total","First time applicant","Person","5"
"2012M04","Ireland","Total","Total","Total","Asylum applicant","Person","70"
"2012M04","Ireland","Total","Total","Total","First time applicant","Person","65"
"2012M04","Greece","Total","Total","Total","Asylum applicant","Person","885"
"2012M04","Greece","Total","Total","Total","First time applicant","Person","885"
"2012M04","Spain","Total","Total","Total","Asylum applicant","Person","150"
"2012M04","Spain","Total","Total","Total","First time applicant","Person","145"
"2012M04","France","Total","Total","Total","Asylum applicant","Person","4,560"
"2012M04","France","Total","Total","Total","First time applicant","Person","3,965"
"2012M04","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M04","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M04","Italy","Total","Total","Total","Asylum applicant","Person","1,055"
"2012M04","Italy","Total","Total","Total","First time applicant","Person","1,040"
"2012M04","Cyprus","Total","Total","Total","Asylum applicant","Person","130"
"2012M04","Cyprus","Total","Total","Total","First time applicant","Person","130"
"2012M04","Latvia","Total","Total","Total","Asylum applicant","Person","15"
"2012M04","Latvia","Total","Total","Total","First time applicant","Person","15"
"2012M04","Lithuania","Total","Total","Total","Asylum applicant","Person","70"
"2012M04","Lithuania","Total","Total","Total","First time applicant","Person","55"
"2012M04","Luxembourg","Total","Total","Total","Asylum applicant","Person","195"
"2012M04","Luxembourg","Total","Total","Total","First time applicant","Person","195"
"2012M04","Hungary","Total","Total","Total","Asylum applicant","Person","95"
"2012M04","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M04","Malta","Total","Total","Total","Asylum applicant","Person","15"
"2012M04","Malta","Total","Total","Total","First time applicant","Person","15"
"2012M04","Netherlands","Total","Total","Total","Asylum applicant","Person","925"
"2012M04","Netherlands","Total","Total","Total","First time applicant","Person","665"
"2012M04","Austria","Total","Total","Total","Asylum applicant","Person","1,240"
"2012M04","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M04","Poland","Total","Total","Total","Asylum applicant","Person","715"
"2012M04","Poland","Total","Total","Total","First time applicant","Person","610"
"2012M04","Portugal","Total","Total","Total","Asylum applicant","Person","30"
"2012M04","Portugal","Total","Total","Total","First time applicant","Person","30"
"2012M04","Romania","Total","Total","Total","Asylum applicant","Person","235"
"2012M04","Romania","Total","Total","Total","First time applicant","Person","230"
"2012M04","Slovenia","Total","Total","Total","Asylum applicant","Person","10"
"2012M04","Slovenia","Total","Total","Total","First time applicant","Person","5"
"2012M04","Slovakia","Total","Total","Total","Asylum applicant","Person","35"
"2012M04","Slovakia","Total","Total","Total","First time applicant","Person","20"
"2012M04","Finland","Total","Total","Total","Asylum applicant","Person","175"
"2012M04","Finland","Total","Total","Total","First time applicant","Person","165"
"2012M04","Sweden","Total","Total","Total","Asylum applicant","Person","2,450"
"2012M04","Sweden","Total","Total","Total","First time applicant","Person","2,450"
"2012M04","United Kingdom","Total","Total","Total","Asylum applicant","Person","1,985"
"2012M04","United Kingdom","Total","Total","Total","First time applicant","Person","1,910"
"2012M04","Iceland","Total","Total","Total","Asylum applicant","Person","15"
"2012M04","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M04","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2012M04","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M04","Norway","Total","Total","Total","Asylum applicant","Person","660"
"2012M04","Norway","Total","Total","Total","First time applicant","Person","630"
"2012M04","Switzerland","Total","Total","Total","Asylum applicant","Person","2,430"
"2012M04","Switzerland","Total","Total","Total","First time applicant","Person","2,130"
"2012M04","Total","Total","Total","Total","Asylum applicant","Person","24,935"
"2012M04","Total","Total","Total","Total","First time applicant","Person","20,550"
"2012M05","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","24,495"
"2012M05","European Union (28 countries)","Total","Total","Total","First time applicant","Person","20,215"
"2012M05","Belgium","Total","Total","Total","Asylum applicant","Person","2,355"
"2012M05","Belgium","Total","Total","Total","First time applicant","Person","1,520"
"2012M05","Bulgaria","Total","Total","Total","Asylum applicant","Person","85"
"2012M05","Bulgaria","Total","Total","Total","First time applicant","Person","65"
"2012M05","Czech Republic","Total","Total","Total","Asylum applicant","Person","70"
"2012M05","Czech Republic","Total","Total","Total","First time applicant","Person","55"
"2012M05","Denmark","Total","Total","Total","Asylum applicant","Person","415"
"2012M05","Denmark","Total","Total","Total","First time applicant","Person","415"
"2012M05","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","4,395"
"2012M05","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","3,590"
"2012M05","Estonia","Total","Total","Total","Asylum applicant","Person","25"
"2012M05","Estonia","Total","Total","Total","First time applicant","Person","25"
"2012M05","Ireland","Total","Total","Total","Asylum applicant","Person","75"
"2012M05","Ireland","Total","Total","Total","First time applicant","Person","75"
"2012M05","Greece","Total","Total","Total","Asylum applicant","Person","720"
"2012M05","Greece","Total","Total","Total","First time applicant","Person","720"
"2012M05","Spain","Total","Total","Total","Asylum applicant","Person","210"
"2012M05","Spain","Total","Total","Total","First time applicant","Person","195"
"2012M05","France","Total","Total","Total","Asylum applicant","Person","4,430"
"2012M05","France","Total","Total","Total","First time applicant","Person","3,850"
"2012M05","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M05","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M05","Italy","Total","Total","Total","Asylum applicant","Person","1,515"
"2012M05","Italy","Total","Total","Total","First time applicant","Person","1,510"
"2012M05","Cyprus","Total","Total","Total","Asylum applicant","Person","150"
"2012M05","Cyprus","Total","Total","Total","First time applicant","Person","145"
"2012M05","Latvia","Total","Total","Total","Asylum applicant","Person","25"
"2012M05","Latvia","Total","Total","Total","First time applicant","Person","25"
"2012M05","Lithuania","Total","Total","Total","Asylum applicant","Person","60"
"2012M05","Lithuania","Total","Total","Total","First time applicant","Person","50"
"2012M05","Luxembourg","Total","Total","Total","Asylum applicant","Person","265"
"2012M05","Luxembourg","Total","Total","Total","First time applicant","Person","255"
"2012M05","Hungary","Total","Total","Total","Asylum applicant","Person","135"
"2012M05","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M05","Malta","Total","Total","Total","Asylum applicant","Person","400"
"2012M05","Malta","Total","Total","Total","First time applicant","Person","395"
"2012M05","Netherlands","Total","Total","Total","Asylum applicant","Person","875"
"2012M05","Netherlands","Total","Total","Total","First time applicant","Person","605"
"2012M05","Austria","Total","Total","Total","Asylum applicant","Person","1,350"
"2012M05","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M05","Poland","Total","Total","Total","Asylum applicant","Person","600"
"2012M05","Poland","Total","Total","Total","First time applicant","Person","500"
"2012M05","Portugal","Total","Total","Total","Asylum applicant","Person","30"
"2012M05","Portugal","Total","Total","Total","First time applicant","Person","30"
"2012M05","Romania","Total","Total","Total","Asylum applicant","Person","265"
"2012M05","Romania","Total","Total","Total","First time applicant","Person","265"
"2012M05","Slovenia","Total","Total","Total","Asylum applicant","Person","15"
"2012M05","Slovenia","Total","Total","Total","First time applicant","Person","10"
"2012M05","Slovakia","Total","Total","Total","Asylum applicant","Person","60"
"2012M05","Slovakia","Total","Total","Total","First time applicant","Person","45"
"2012M05","Finland","Total","Total","Total","Asylum applicant","Person","225"
"2012M05","Finland","Total","Total","Total","First time applicant","Person","205"
"2012M05","Sweden","Total","Total","Total","Asylum applicant","Person","3,255"
"2012M05","Sweden","Total","Total","Total","First time applicant","Person","3,250"
"2012M05","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,495"
"2012M05","United Kingdom","Total","Total","Total","First time applicant","Person","2,415"
"2012M05","Iceland","Total","Total","Total","Asylum applicant","Person","5"
"2012M05","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M05","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2012M05","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M05","Norway","Total","Total","Total","Asylum applicant","Person","675"
"2012M05","Norway","Total","Total","Total","First time applicant","Person","650"
"2012M05","Switzerland","Total","Total","Total","Asylum applicant","Person","2,330"
"2012M05","Switzerland","Total","Total","Total","First time applicant","Person","2,125"
"2012M05","Total","Total","Total","Total","Asylum applicant","Person","27,505"
"2012M05","Total","Total","Total","Total","First time applicant","Person","22,985"
"2012M06","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","24,875"
"2012M06","European Union (28 countries)","Total","Total","Total","First time applicant","Person","20,440"
"2012M06","Belgium","Total","Total","Total","Asylum applicant","Person","2,365"
"2012M06","Belgium","Total","Total","Total","First time applicant","Person","1,420"
"2012M06","Bulgaria","Total","Total","Total","Asylum applicant","Person","85"
"2012M06","Bulgaria","Total","Total","Total","First time applicant","Person","65"
"2012M06","Czech Republic","Total","Total","Total","Asylum applicant","Person","65"
"2012M06","Czech Republic","Total","Total","Total","First time applicant","Person","50"
"2012M06","Denmark","Total","Total","Total","Asylum applicant","Person","620"
"2012M06","Denmark","Total","Total","Total","First time applicant","Person","620"
"2012M06","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","4,940"
"2012M06","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","4,125"
"2012M06","Estonia","Total","Total","Total","Asylum applicant","Person","10"
"2012M06","Estonia","Total","Total","Total","First time applicant","Person","10"
"2012M06","Ireland","Total","Total","Total","Asylum applicant","Person","70"
"2012M06","Ireland","Total","Total","Total","First time applicant","Person","70"
"2012M06","Greece","Total","Total","Total","Asylum applicant","Person","805"
"2012M06","Greece","Total","Total","Total","First time applicant","Person","805"
"2012M06","Spain","Total","Total","Total","Asylum applicant","Person","290"
"2012M06","Spain","Total","Total","Total","First time applicant","Person","265"
"2012M06","France","Total","Total","Total","Asylum applicant","Person","4,935"
"2012M06","France","Total","Total","Total","First time applicant","Person","4,230"
"2012M06","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M06","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M06","Italy","Total","Total","Total","Asylum applicant","Person","1,030"
"2012M06","Italy","Total","Total","Total","First time applicant","Person","1,030"
"2012M06","Cyprus","Total","Total","Total","Asylum applicant","Person","120"
"2012M06","Cyprus","Total","Total","Total","First time applicant","Person","120"
"2012M06","Latvia","Total","Total","Total","Asylum applicant","Person","20"
"2012M06","Latvia","Total","Total","Total","First time applicant","Person","20"
"2012M06","Lithuania","Total","Total","Total","Asylum applicant","Person","55"
"2012M06","Lithuania","Total","Total","Total","First time applicant","Person","50"
"2012M06","Luxembourg","Total","Total","Total","Asylum applicant","Person","180"
"2012M06","Luxembourg","Total","Total","Total","First time applicant","Person","175"
"2012M06","Hungary","Total","Total","Total","Asylum applicant","Person","130"
"2012M06","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M06","Malta","Total","Total","Total","Asylum applicant","Person","400"
"2012M06","Malta","Total","Total","Total","First time applicant","Person","400"
"2012M06","Netherlands","Total","Total","Total","Asylum applicant","Person","920"
"2012M06","Netherlands","Total","Total","Total","First time applicant","Person","645"
"2012M06","Austria","Total","Total","Total","Asylum applicant","Person","1,235"
"2012M06","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M06","Poland","Total","Total","Total","Asylum applicant","Person","720"
"2012M06","Poland","Total","Total","Total","First time applicant","Person","590"
"2012M06","Portugal","Total","Total","Total","Asylum applicant","Person","20"
"2012M06","Portugal","Total","Total","Total","First time applicant","Person","15"
"2012M06","Romania","Total","Total","Total","Asylum applicant","Person","275"
"2012M06","Romania","Total","Total","Total","First time applicant","Person","265"
"2012M06","Slovenia","Total","Total","Total","Asylum applicant","Person","30"
"2012M06","Slovenia","Total","Total","Total","First time applicant","Person","30"
"2012M06","Slovakia","Total","Total","Total","Asylum applicant","Person","90"
"2012M06","Slovakia","Total","Total","Total","First time applicant","Person","65"
"2012M06","Finland","Total","Total","Total","Asylum applicant","Person","255"
"2012M06","Finland","Total","Total","Total","First time applicant","Person","245"
"2012M06","Sweden","Total","Total","Total","Asylum applicant","Person","3,100"
"2012M06","Sweden","Total","Total","Total","First time applicant","Person","3,100"
"2012M06","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,110"
"2012M06","United Kingdom","Total","Total","Total","First time applicant","Person","2,035"
"2012M06","Iceland","Total","Total","Total","Asylum applicant","Person","5"
"2012M06","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M06","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2012M06","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M06","Norway","Total","Total","Total","Asylum applicant","Person","840"
"2012M06","Norway","Total","Total","Total","First time applicant","Person","795"
"2012M06","Switzerland","Total","Total","Total","Asylum applicant","Person","2,530"
"2012M06","Switzerland","Total","Total","Total","First time applicant","Person","2,360"
"2012M06","Total","Total","Total","Total","Asylum applicant","Person","28,255"
"2012M06","Total","Total","Total","Total","First time applicant","Person","23,590"
"2012M07","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","28,455"
"2012M07","European Union (28 countries)","Total","Total","Total","First time applicant","Person","23,455"
"2012M07","Belgium","Total","Total","Total","Asylum applicant","Person","2,540"
"2012M07","Belgium","Total","Total","Total","First time applicant","Person","1,580"
"2012M07","Bulgaria","Total","Total","Total","Asylum applicant","Person","80"
"2012M07","Bulgaria","Total","Total","Total","First time applicant","Person","55"
"2012M07","Czech Republic","Total","Total","Total","Asylum applicant","Person","45"
"2012M07","Czech Republic","Total","Total","Total","First time applicant","Person","25"
"2012M07","Denmark","Total","Total","Total","Asylum applicant","Person","565"
"2012M07","Denmark","Total","Total","Total","First time applicant","Person","565"
"2012M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","5,650"
"2012M07","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","4,750"
"2012M07","Estonia","Total","Total","Total","Asylum applicant","Person","0"
"2012M07","Estonia","Total","Total","Total","First time applicant","Person","0"
"2012M07","Ireland","Total","Total","Total","Asylum applicant","Person","90"
"2012M07","Ireland","Total","Total","Total","First time applicant","Person","90"
"2012M07","Greece","Total","Total","Total","Asylum applicant","Person","590"
"2012M07","Greece","Total","Total","Total","First time applicant","Person","590"
"2012M07","Spain","Total","Total","Total","Asylum applicant","Person","190"
"2012M07","Spain","Total","Total","Total","First time applicant","Person","170"
"2012M07","France","Total","Total","Total","Asylum applicant","Person","5,435"
"2012M07","France","Total","Total","Total","First time applicant","Person","4,750"
"2012M07","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M07","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M07","Italy","Total","Total","Total","Asylum applicant","Person","1,550"
"2012M07","Italy","Total","Total","Total","First time applicant","Person","1,535"
"2012M07","Cyprus","Total","Total","Total","Asylum applicant","Person","155"
"2012M07","Cyprus","Total","Total","Total","First time applicant","Person","155"
"2012M07","Latvia","Total","Total","Total","Asylum applicant","Person","5"
"2012M07","Latvia","Total","Total","Total","First time applicant","Person","5"
"2012M07","Lithuania","Total","Total","Total","Asylum applicant","Person","75"
"2012M07","Lithuania","Total","Total","Total","First time applicant","Person","65"
"2012M07","Luxembourg","Total","Total","Total","Asylum applicant","Person","235"
"2012M07","Luxembourg","Total","Total","Total","First time applicant","Person","225"
"2012M07","Hungary","Total","Total","Total","Asylum applicant","Person","200"
"2012M07","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M07","Malta","Total","Total","Total","Asylum applicant","Person","175"
"2012M07","Malta","Total","Total","Total","First time applicant","Person","170"
"2012M07","Netherlands","Total","Total","Total","Asylum applicant","Person","970"
"2012M07","Netherlands","Total","Total","Total","First time applicant","Person","710"
"2012M07","Austria","Total","Total","Total","Asylum applicant","Person","1,655"
"2012M07","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M07","Poland","Total","Total","Total","Asylum applicant","Person","905"
"2012M07","Poland","Total","Total","Total","First time applicant","Person","805"
"2012M07","Portugal","Total","Total","Total","Asylum applicant","Person","30"
"2012M07","Portugal","Total","Total","Total","First time applicant","Person","30"
"2012M07","Romania","Total","Total","Total","Asylum applicant","Person","240"
"2012M07","Romania","Total","Total","Total","First time applicant","Person","220"
"2012M07","Slovenia","Total","Total","Total","Asylum applicant","Person","35"
"2012M07","Slovenia","Total","Total","Total","First time applicant","Person","25"
"2012M07","Slovakia","Total","Total","Total","Asylum applicant","Person","115"
"2012M07","Slovakia","Total","Total","Total","First time applicant","Person","105"
"2012M07","Finland","Total","Total","Total","Asylum applicant","Person","275"
"2012M07","Finland","Total","Total","Total","First time applicant","Person","255"
"2012M07","Sweden","Total","Total","Total","Asylum applicant","Person","4,115"
"2012M07","Sweden","Total","Total","Total","First time applicant","Person","4,115"
"2012M07","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,535"
"2012M07","United Kingdom","Total","Total","Total","First time applicant","Person","2,450"
"2012M07","Iceland","Total","Total","Total","Asylum applicant","Person","25"
"2012M07","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M07","Liechtenstein","Total","Total","Total","Asylum applicant","Person","10"
"2012M07","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M07","Norway","Total","Total","Total","Asylum applicant","Person","880"
"2012M07","Norway","Total","Total","Total","First time applicant","Person","840"
"2012M07","Switzerland","Total","Total","Total","Asylum applicant","Person","2,795"
"2012M07","Switzerland","Total","Total","Total","First time applicant","Person","2,620"
"2012M07","Total","Total","Total","Total","Asylum applicant","Person","32,160"
"2012M07","Total","Total","Total","Total","First time applicant","Person","26,910"
"2012M08","European Union (28 countries)","Total","Total","Total","Asylum applicant","Person","29,355"
"2012M08","European Union (28 countries)","Total","Total","Total","First time applicant","Person","24,140"
"2012M08","Belgium","Total","Total","Total","Asylum applicant","Person","2,240"
"2012M08","Belgium","Total","Total","Total","First time applicant","Person","1,465"
"2012M08","Bulgaria","Total","Total","Total","Asylum applicant","Person","120"
"2012M08","Bulgaria","Total","Total","Total","First time applicant","Person","105"
"2012M08","Czech Republic","Total","Total","Total","Asylum applicant","Person","80"
"2012M08","Czech Republic","Total","Total","Total","First time applicant","Person","50"
"2012M08","Denmark","Total","Total","Total","Asylum applicant","Person","495"
"2012M08","Denmark","Total","Total","Total","First time applicant","Person","495"
"2012M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Asylum applicant","Person","6,835"
"2012M08","Germany (until 1990 former territory of the FRG)","Total","Total","Total","First time applicant","Person","5,485"
"2012M08","Estonia","Total","Total","Total","Asylum applicant","Person","5"
"2012M08","Estonia","Total","Total","Total","First time applicant","Person","5"
"2012M08","Ireland","Total","Total","Total","Asylum applicant","Person","85"
"2012M08","Ireland","Total","Total","Total","First time applicant","Person","85"
"2012M08","Greece","Total","Total","Total","Asylum applicant","Person","750"
"2012M08","Greece","Total","Total","Total","First time applicant","Person","750"
"2012M08","Spain","Total","Total","Total","Asylum applicant","Person","205"
"2012M08","Spain","Total","Total","Total","First time applicant","Person","190"
"2012M08","France","Total","Total","Total","Asylum applicant","Person","4,965"
"2012M08","France","Total","Total","Total","First time applicant","Person","4,410"
"2012M08","Croatia","Total","Total","Total","Asylum applicant","Person",":"
"2012M08","Croatia","Total","Total","Total","First time applicant","Person",":"
"2012M08","Italy","Total","Total","Total","Asylum applicant","Person","1,545"
"2012M08","Italy","Total","Total","Total","First time applicant","Person","1,540"
"2012M08","Cyprus","Total","Total","Total","Asylum applicant","Person","150"
"2012M08","Cyprus","Total","Total","Total","First time applicant","Person","150"
"2012M08","Latvia","Total","Total","Total","Asylum applicant","Person","10"
"2012M08","Latvia","Total","Total","Total","First time applicant","Person","10"
"2012M08","Lithuania","Total","Total","Total","Asylum applicant","Person","45"
"2012M08","Lithuania","Total","Total","Total","First time applicant","Person","35"
"2012M08","Luxembourg","Total","Total","Total","Asylum applicant","Person","135"
"2012M08","Luxembourg","Total","Total","Total","First time applicant","Person","130"
"2012M08","Hungary","Total","Total","Total","Asylum applicant","Person","180"
"2012M08","Hungary","Total","Total","Total","First time applicant","Person",":"
"2012M08","Malta","Total","Total","Total","Asylum applicant","Person","180"
"2012M08","Malta","Total","Total","Total","First time applicant","Person","175"
"2012M08","Netherlands","Total","Total","Total","Asylum applicant","Person","1,010"
"2012M08","Netherlands","Total","Total","Total","First time applicant","Person","790"
"2012M08","Austria","Total","Total","Total","Asylum applicant","Person","1,755"
"2012M08","Austria","Total","Total","Total","First time applicant","Person",":"
"2012M08","Poland","Total","Total","Total","Asylum applicant","Person","1,040"
"2012M08","Poland","Total","Total","Total","First time applicant","Person","870"
"2012M08","Portugal","Total","Total","Total","Asylum applicant","Person","50"
"2012M08","Portugal","Total","Total","Total","First time applicant","Person","50"
"2012M08","Romania","Total","Total","Total","Asylum applicant","Person","240"
"2012M08","Romania","Total","Total","Total","First time applicant","Person","230"
"2012M08","Slovenia","Total","Total","Total","Asylum applicant","Person","25"
"2012M08","Slovenia","Total","Total","Total","First time applicant","Person","20"
"2012M08","Slovakia","Total","Total","Total","Asylum applicant","Person","70"
"2012M08","Slovakia","Total","Total","Total","First time applicant","Person","55"
"2012M08","Finland","Total","Total","Total","Asylum applicant","Person","335"
"2012M08","Finland","Total","Total","Total","First time applicant","Person","310"
"2012M08","Sweden","Total","Total","Total","Asylum applicant","Person","4,360"
"2012M08","Sweden","Total","Total","Total","First time applicant","Person","4,360"
"2012M08","United Kingdom","Total","Total","Total","Asylum applicant","Person","2,440"
"2012M08","United Kingdom","Total","Total","Total","First time applicant","Person","2,365"
"2012M08","Iceland","Total","Total","Total","Asylum applicant","Person","20"
"2012M08","Iceland","Total","Total","Total","First time applicant","Person",":"
"2012M08","Liechtenstein","Total","Total","Total","Asylum applicant","Person","5"
"2012M08","Liechtenstein","Total","Total","Total","First time applicant","Person",":"
"2012M08","Norway","Total","Total","Total","Asylum applicant","Person","965"
"2012M08","Norway","Total","Total","Total","First time applicant","Person","915"
"2012M08","Switzerland","Total","Total","Total","Asylum applicant","Person","2,790"
