"TIME","GEO","UNIT","NA_ITEM","Value"
"2013","Cyprus","Current prices, million euro","Gross domestic product at market prices","18,064.6"
"2013","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","19,399.0"
"2013","Latvia","Current prices, million euro","Gross domestic product at market prices","22,805.2"
"2013","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","33,508.3"
"2013","Lithuania","Current prices, million euro","Gross domestic product at market prices","34,962.2"
"2013","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","57,869.0"
"2013","Luxembourg","Current prices, million euro","Gross domestic product at market prices","46,541.1"
"2013","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","38,468.2"
"2013","Hungary","Current prices, million euro","Gross domestic product at market prices","101,273.3"
"2013","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","175,501.6"
"2013","Malta","Current prices, million euro","Gross domestic product at market prices","7,665.3"
"2013","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,737.0"
"2013","Netherlands","Current prices, million euro","Gross domestic product at market prices","650,857.0"
"2013","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","594,726.7"
"2013","Austria","Current prices, million euro","Gross domestic product at market prices","322,878.3"
"2013","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","296,727.7"
"2013","Poland","Current prices, million euro","Gross domestic product at market prices","394,601.8"
"2013","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","687,643.6"
"2013","Portugal","Current prices, million euro","Gross domestic product at market prices","170,269.3"
"2013","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","215,553.2"
"2013","Romania","Current prices, million euro","Gross domestic product at market prices","144,253.5"
"2013","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","288,662.4"
"2013","Slovenia","Current prices, million euro","Gross domestic product at market prices","35,907.5"
"2013","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","44,236.3"
"2013","Slovakia","Current prices, million euro","Gross domestic product at market prices","73,835.1"
"2013","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","109,524.2"
"2013","Finland","Current prices, million euro","Gross domestic product at market prices","203,338.0"
"2013","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","164,381.3"
"2013","Sweden","Current prices, million euro","Gross domestic product at market prices","435,752.1"
"2013","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","319,313.3"
"2013","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,042,895.0"
"2013","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,851,040.7"
"2013","Iceland","Current prices, million euro","Gross domestic product at market prices","11,634.0"
"2013","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","10,263.0"
"2013","Norway","Current prices, million euro","Gross domestic product at market prices","393,397.2"
"2013","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","250,486.0"
"2013","Switzerland","Current prices, million euro","Gross domestic product at market prices","515,680.3"
"2013","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","354,330.5"
"2013","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,362.5"
"2013","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","6,704.4"
"2013","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","8,149.6"
"2013","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","19,596.2"
"2013","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2013","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","22,259.4"
"2013","Serbia","Current prices, million euro","Gross domestic product at market prices","34,262.9"
"2013","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","72,266.4"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,326.6"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2014","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","13,957,518.9"
"2014","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","13,957,518.9"
"2014","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","12,833,354.5"
"2014","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","12,039,584.7"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,069,718.7"
"2014","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,838,321.3"
"2014","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,106,163.0"
"2014","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,898,686.6"
"2014","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","10,069,718.7"
"2014","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,838,321.3"
"2014","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,887,833.6"
"2014","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","9,585,878.4"
"2014","Belgium","Current prices, million euro","Gross domestic product at market prices","400,408.0"
"2014","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","362,783.7"
"2014","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42,750.9"
"2014","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","92,498.2"
"2014","Czech Republic","Current prices, million euro","Gross domestic product at market prices","154,738.7"
"2014","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","244,249.6"
"2014","Denmark","Current prices, million euro","Gross domestic product at market prices","260,581.6"
"2014","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","193,153.6"
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,915,650.0"
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","2,795,713.9"
"2014","Estonia","Current prices, million euro","Gross domestic product at market prices","19,962.7"
"2014","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","27,525.7"
"2014","Ireland","Current prices, million euro","Gross domestic product at market prices","189,045.9"
"2014","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","169,646.8"
"2014","Greece","Current prices, million euro","Gross domestic product at market prices","177,559.4"
"2014","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","217,176.8"
"2014","Spain","Current prices, million euro","Gross domestic product at market prices","1,041,160.0"
"2014","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,163,005.8"
"2014","France","Current prices, million euro","Gross domestic product at market prices","2,139,964.0"
"2014","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,944,644.0"
"2014","Croatia","Current prices, million euro","Gross domestic product at market prices","43,019.8"
"2014","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","68,233.7"
"2014","Italy","Current prices, million euro","Gross domestic product at market prices","1,611,884.0"
"2014","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,602,158.9"
"2014","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,393.7"
"2014","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","19,094.5"
"2014","Latvia","Current prices, million euro","Gross domestic product at market prices","23,580.9"
"2014","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","34,935.8"
"2014","Lithuania","Current prices, million euro","Gross domestic product at market prices","36,444.4"
"2014","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","60,411.2"
"2014","Luxembourg","Current prices, million euro","Gross domestic product at market prices","48,897.5"
"2014","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","40,758.8"
"2014","Hungary","Current prices, million euro","Gross domestic product at market prices","104,239.1"
"2014","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","183,988.9"
"2014","Malta","Current prices, million euro","Gross domestic product at market prices","8,084.3"
"2014","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","10,070.1"
"2014","Netherlands","Current prices, million euro","Gross domestic product at market prices","662,770.0"
"2014","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","605,557.0"
"2014","Austria","Current prices, million euro","Gross domestic product at market prices","329,295.6"
"2014","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","303,218.8"
"2014","Poland","Current prices, million euro","Gross domestic product at market prices","410,856.3"
"2014","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","714,545.3"
"2014","Portugal","Current prices, million euro","Gross domestic product at market prices","173,446.2"
"2014","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","222,590.1"
"2014","Romania","Current prices, million euro","Gross domestic product at market prices","150,230.1"
"2014","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","301,802.2"
"2014","Slovenia","Current prices, million euro","Gross domestic product at market prices","37,303.2"
"2014","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","46,648.3"
"2014","Slovakia","Current prices, million euro","Gross domestic product at market prices","75,560.5"
"2014","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","114,215.1"
"2014","Finland","Current prices, million euro","Gross domestic product at market prices","205,268.0"
"2014","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","165,378.7"
"2014","Sweden","Current prices, million euro","Gross domestic product at market prices","430,642.3"
"2014","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","326,824.3"
"2014","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,254,297.1"
"2014","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","1,933,622.6"
"2014","Iceland","Current prices, million euro","Gross domestic product at market prices","12,938.4"
"2014","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","10,794.8"
"2014","Norway","Current prices, million euro","Gross domestic product at market prices","377,538.1"
"2014","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","251,158.9"
"2014","Switzerland","Current prices, million euro","Gross domestic product at market prices","528,779.8"
"2014","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","362,768.3"
"2014","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,457.9"
"2014","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","6,965.8"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","8,529.4"
"2014","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","20,877.4"
"2014","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2014","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","24,044.9"
"2014","Serbia","Current prices, million euro","Gross domestic product at market prices","33,318.6"
"2014","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices","72,683.9"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,567.5"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","European Union (28 countries)","Current prices, million euro","Gross domestic product at market prices","14,635,153.9"
"2015","European Union (28 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","European Union (15 countries)","Current prices, million euro","Gross domestic product at market prices","13,461,515.6"
"2015","European Union (15 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","10,406,506.2"
"2015","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","10,406,506.2"
"2015","Euro area (19 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Euro area (18 countries)","Current prices, million euro","Gross domestic product at market prices","10,369,382.6"
"2015","Euro area (18 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","10,181,712.8"
"2015","Euro area (12 countries)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Belgium","Current prices, million euro","Gross domestic product at market prices","409,407.0"
"2015","Belgium","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Bulgaria","Current prices, million euro","Gross domestic product at market prices","44,162.3"
"2015","Bulgaria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Czech Republic","Current prices, million euro","Gross domestic product at market prices","163,947.5"
"2015","Czech Republic","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Denmark","Current prices, million euro","Gross domestic product at market prices","266,244.5"
"2015","Denmark","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","3,025,900.0"
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Estonia","Current prices, million euro","Gross domestic product at market prices","20,460.9"
"2015","Estonia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Ireland","Current prices, million euro","Gross domestic product at market prices","214,623.0"
"2015","Ireland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Greece","Current prices, million euro","Gross domestic product at market prices","176,022.7"
"2015","Greece","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Spain","Current prices, million euro","Gross domestic product at market prices","1,081,190.0"
"2015","Spain","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","France","Current prices, million euro","Gross domestic product at market prices","2,181,064.0"
"2015","France","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Croatia","Current prices, million euro","Gross domestic product at market prices","43,897.0"
"2015","Croatia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Italy","Current prices, million euro","Gross domestic product at market prices","1,636,371.7"
"2015","Italy","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,420.6"
"2015","Cyprus","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Latvia","Current prices, million euro","Gross domestic product at market prices","24,377.7"
"2015","Latvia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Lithuania","Current prices, million euro","Gross domestic product at market prices","37,123.6"
"2015","Lithuania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Luxembourg","Current prices, million euro","Gross domestic product at market prices","52,112.5"
"2015","Luxembourg","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Hungary","Current prices, million euro","Gross domestic product at market prices","108,747.9"
"2015","Hungary","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Malta","Current prices, million euro","Gross domestic product at market prices","8,805.7"
"2015","Malta","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Netherlands","Current prices, million euro","Gross domestic product at market prices","678,572.0"
"2015","Netherlands","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Austria","Current prices, million euro","Gross domestic product at market prices","337,286.2"
"2015","Austria","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Poland","Current prices, million euro","Gross domestic product at market prices","427,737.4"
"2015","Poland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Portugal","Current prices, million euro","Gross domestic product at market prices","179,376.4"
"2015","Portugal","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Romania","Current prices, million euro","Gross domestic product at market prices","160,352.8"
"2015","Romania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Slovenia","Current prices, million euro","Gross domestic product at market prices","38,543.2"
"2015","Slovenia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Slovakia","Current prices, million euro","Gross domestic product at market prices","78,070.8"
"2015","Slovakia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Finland","Current prices, million euro","Gross domestic product at market prices","207,220.0"
"2015","Finland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Sweden","Current prices, million euro","Gross domestic product at market prices","444,617.3"
"2015","Sweden","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,568,940.8"
"2015","United Kingdom","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Iceland","Current prices, million euro","Gross domestic product at market prices","15,075.0"
"2015","Iceland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Norway","Current prices, million euro","Gross domestic product at market prices","349,896.8"
"2015","Norway","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Switzerland","Current prices, million euro","Gross domestic product at market prices",":"
"2015","Switzerland","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Montenegro","Current prices, million euro","Gross domestic product at market prices",":"
"2015","Montenegro","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","Gross domestic product at market prices","9,091.7"
"2015","Former Yugoslav Republic of Macedonia, the","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Albania","Current prices, million euro","Gross domestic product at market prices",":"
"2015","Albania","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Serbia","Current prices, million euro","Gross domestic product at market prices","32,907.7"
"2015","Serbia","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices",":"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million Purchasing Power Standards","Gross domestic product at market prices",":"
