"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value"
"2012Q3","Estonia","Total","Total","Total","Rejected","Person","15"
"2012Q3","Ireland","Total","Total","Total","Total","Person","225"
"2012Q3","Ireland","Total","Total","Total","Total positive decisions","Person","25"
"2012Q3","Ireland","Total","Total","Total","Geneva Convention status","Person","15"
"2012Q3","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Ireland","Total","Total","Total","Rejected","Person","200"
"2012Q3","Greece","Total","Total","Total","Total","Person","1,525"
"2012Q3","Greece","Total","Total","Total","Total positive decisions","Person","0"
"2012Q3","Greece","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Greece","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Greece","Total","Total","Total","Rejected","Person","1,525"
"2012Q3","Spain","Total","Total","Total","Total","Person","585"
"2012Q3","Spain","Total","Total","Total","Total positive decisions","Person","150"
"2012Q3","Spain","Total","Total","Total","Geneva Convention status","Person","40"
"2012Q3","Spain","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Spain","Total","Total","Total","Rejected","Person","435"
"2012Q3","France","Total","Total","Total","Total","Person","14,025"
"2012Q3","France","Total","Total","Total","Total positive decisions","Person","1,840"
"2012Q3","France","Total","Total","Total","Geneva Convention status","Person","1,530"
"2012Q3","France","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","France","Total","Total","Total","Rejected","Person","12,185"
"2012Q3","Croatia","Total","Total","Total","Total","Person","45"
"2012Q3","Croatia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q3","Croatia","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q3","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Croatia","Total","Total","Total","Rejected","Person","35"
"2012Q3","Italy","Total","Total","Total","Total","Person","2,920"
"2012Q3","Italy","Total","Total","Total","Total positive decisions","Person","2,185"
"2012Q3","Italy","Total","Total","Total","Geneva Convention status","Person","230"
"2012Q3","Italy","Total","Total","Total","Humanitarian status","Person","1,070"
"2012Q3","Italy","Total","Total","Total","Rejected","Person","735"
"2012Q3","Cyprus","Total","Total","Total","Total","Person","370"
"2012Q3","Cyprus","Total","Total","Total","Total positive decisions","Person","30"
"2012Q3","Cyprus","Total","Total","Total","Geneva Convention status","Person","25"
"2012Q3","Cyprus","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Cyprus","Total","Total","Total","Rejected","Person","340"
"2012Q3","Latvia","Total","Total","Total","Total","Person","30"
"2012Q3","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Latvia","Total","Total","Total","Rejected","Person","25"
"2012Q3","Lithuania","Total","Total","Total","Total","Person","100"
"2012Q3","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2012Q3","Lithuania","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q3","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Lithuania","Total","Total","Total","Rejected","Person","80"
"2012Q3","Luxembourg","Total","Total","Total","Total","Person","190"
"2012Q3","Luxembourg","Total","Total","Total","Total positive decisions","Person","0"
"2012Q3","Luxembourg","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Luxembourg","Total","Total","Total","Rejected","Person","190"
"2012Q3","Hungary","Total","Total","Total","Total","Person","230"
"2012Q3","Hungary","Total","Total","Total","Total positive decisions","Person","80"
"2012Q3","Hungary","Total","Total","Total","Geneva Convention status","Person","10"
"2012Q3","Hungary","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Hungary","Total","Total","Total","Rejected","Person","150"
"2012Q3","Malta","Total","Total","Total","Total","Person","510"
"2012Q3","Malta","Total","Total","Total","Total positive decisions","Person","475"
"2012Q3","Malta","Total","Total","Total","Geneva Convention status","Person","15"
"2012Q3","Malta","Total","Total","Total","Humanitarian status","Person","5"
"2012Q3","Malta","Total","Total","Total","Rejected","Person","35"
"2012Q3","Netherlands","Total","Total","Total","Total","Person","3,265"
"2012Q3","Netherlands","Total","Total","Total","Total positive decisions","Person","1,465"
"2012Q3","Netherlands","Total","Total","Total","Geneva Convention status","Person","125"
"2012Q3","Netherlands","Total","Total","Total","Humanitarian status","Person","425"
"2012Q3","Netherlands","Total","Total","Total","Rejected","Person","1,800"
"2012Q3","Austria","Total","Total","Total","Total","Person","3,995"
"2012Q3","Austria","Total","Total","Total","Total positive decisions","Person","1,120"
"2012Q3","Austria","Total","Total","Total","Geneva Convention status","Person","675"
"2012Q3","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Austria","Total","Total","Total","Rejected","Person","2,870"
"2012Q3","Poland","Total","Total","Total","Total","Person","595"
"2012Q3","Poland","Total","Total","Total","Total positive decisions","Person","125"
"2012Q3","Poland","Total","Total","Total","Geneva Convention status","Person","10"
"2012Q3","Poland","Total","Total","Total","Humanitarian status","Person","70"
"2012Q3","Poland","Total","Total","Total","Rejected","Person","475"
"2012Q3","Portugal","Total","Total","Total","Total","Person","50"
"2012Q3","Portugal","Total","Total","Total","Total positive decisions","Person","10"
"2012Q3","Portugal","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Portugal","Total","Total","Total","Rejected","Person","40"
"2012Q3","Romania","Total","Total","Total","Total","Person","515"
"2012Q3","Romania","Total","Total","Total","Total positive decisions","Person","65"
"2012Q3","Romania","Total","Total","Total","Geneva Convention status","Person","50"
"2012Q3","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Romania","Total","Total","Total","Rejected","Person","445"
"2012Q3","Slovenia","Total","Total","Total","Total","Person","60"
"2012Q3","Slovenia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Slovenia","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q3","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q3","Slovenia","Total","Total","Total","Rejected","Person","50"
"2012Q3","Slovakia","Total","Total","Total","Total","Person","110"
"2012Q3","Slovakia","Total","Total","Total","Total positive decisions","Person","50"
"2012Q3","Slovakia","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Slovakia","Total","Total","Total","Humanitarian status","Person","15"
"2012Q3","Slovakia","Total","Total","Total","Rejected","Person","60"
"2012Q3","Finland","Total","Total","Total","Total","Person","800"
"2012Q3","Finland","Total","Total","Total","Total positive decisions","Person","390"
"2012Q3","Finland","Total","Total","Total","Geneva Convention status","Person","170"
"2012Q3","Finland","Total","Total","Total","Humanitarian status","Person","45"
"2012Q3","Finland","Total","Total","Total","Rejected","Person","410"
"2012Q3","Sweden","Total","Total","Total","Total","Person","7,010"
"2012Q3","Sweden","Total","Total","Total","Total positive decisions","Person","2,920"
"2012Q3","Sweden","Total","Total","Total","Geneva Convention status","Person","810"
"2012Q3","Sweden","Total","Total","Total","Humanitarian status","Person","215"
"2012Q3","Sweden","Total","Total","Total","Rejected","Person","4,090"
"2012Q3","United Kingdom","Total","Total","Total","Total","Person","5,285"
"2012Q3","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,045"
"2012Q3","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,775"
"2012Q3","United Kingdom","Total","Total","Total","Humanitarian status","Person","235"
"2012Q3","United Kingdom","Total","Total","Total","Rejected","Person","3,235"
"2012Q3","Iceland","Total","Total","Total","Total","Person","20"
"2012Q3","Iceland","Total","Total","Total","Total positive decisions","Person","5"
"2012Q3","Iceland","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q3","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Iceland","Total","Total","Total","Rejected","Person","15"
"2012Q3","Liechtenstein","Total","Total","Total","Total","Person","20"
"2012Q3","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2012Q3","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q3","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2012Q3","Liechtenstein","Total","Total","Total","Rejected","Person","20"
"2012Q3","Norway","Total","Total","Total","Total","Person","2,540"
"2012Q3","Norway","Total","Total","Total","Total positive decisions","Person","1,165"
"2012Q3","Norway","Total","Total","Total","Geneva Convention status","Person","700"
"2012Q3","Norway","Total","Total","Total","Humanitarian status","Person","100"
"2012Q3","Norway","Total","Total","Total","Rejected","Person","1,375"
"2012Q3","Switzerland","Total","Total","Total","Total","Person","3,830"
"2012Q3","Switzerland","Total","Total","Total","Total positive decisions","Person","705"
"2012Q3","Switzerland","Total","Total","Total","Geneva Convention status","Person","410"
"2012Q3","Switzerland","Total","Total","Total","Humanitarian status","Person","220"
"2012Q3","Switzerland","Total","Total","Total","Rejected","Person","3,130"
"2012Q3","Total","Total","Total","Total","Total","Person","68,255"
"2012Q3","Total","Total","Total","Total","Total positive decisions","Person","21,230"
"2012Q3","Total","Total","Total","Total","Geneva Convention status","Person","10,070"
"2012Q3","Total","Total","Total","Total","Humanitarian status","Person","2,865"
"2012Q3","Total","Total","Total","Total","Rejected","Person","47,025"
"2012Q4","European Union (28 countries)","Total","Total","Total","Total","Person","94,200"
"2012Q4","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","34,375"
"2012Q4","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","11,030"
"2012Q4","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","12,610"
"2012Q4","European Union (28 countries)","Total","Total","Total","Rejected","Person","59,825"
"2012Q4","Belgium","Total","Total","Total","Total","Person","5,985"
"2012Q4","Belgium","Total","Total","Total","Total positive decisions","Person","1,830"
"2012Q4","Belgium","Total","Total","Total","Geneva Convention status","Person","1,205"
"2012Q4","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Belgium","Total","Total","Total","Rejected","Person","4,155"
"2012Q4","Bulgaria","Total","Total","Total","Total","Person","140"
"2012Q4","Bulgaria","Total","Total","Total","Total positive decisions","Person","30"
"2012Q4","Bulgaria","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Bulgaria","Total","Total","Total","Rejected","Person","110"
"2012Q4","Czech Republic","Total","Total","Total","Total","Person","175"
"2012Q4","Czech Republic","Total","Total","Total","Total positive decisions","Person","40"
"2012Q4","Czech Republic","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Czech Republic","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Czech Republic","Total","Total","Total","Rejected","Person","135"
"2012Q4","Denmark","Total","Total","Total","Total","Person","1,765"
"2012Q4","Denmark","Total","Total","Total","Total positive decisions","Person","630"
"2012Q4","Denmark","Total","Total","Total","Geneva Convention status","Person","405"
"2012Q4","Denmark","Total","Total","Total","Humanitarian status","Person","50"
"2012Q4","Denmark","Total","Total","Total","Rejected","Person","1,135"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","22,665"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,115"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","2,040"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","345"
"2012Q4","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","18,550"
"2012Q4","Estonia","Total","Total","Total","Total","Person","5"
"2012Q4","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2012Q4","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q4","Estonia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Estonia","Total","Total","Total","Rejected","Person","5"
"2012Q4","Ireland","Total","Total","Total","Total","Person","215"
"2012Q4","Ireland","Total","Total","Total","Total positive decisions","Person","40"
"2012Q4","Ireland","Total","Total","Total","Geneva Convention status","Person","25"
"2012Q4","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Ireland","Total","Total","Total","Rejected","Person","175"
"2012Q4","Greece","Total","Total","Total","Total","Person","3,240"
"2012Q4","Greece","Total","Total","Total","Total positive decisions","Person","65"
"2012Q4","Greece","Total","Total","Total","Geneva Convention status","Person","20"
"2012Q4","Greece","Total","Total","Total","Humanitarian status","Person","15"
"2012Q4","Greece","Total","Total","Total","Rejected","Person","3,175"
"2012Q4","Spain","Total","Total","Total","Total","Person","770"
"2012Q4","Spain","Total","Total","Total","Total positive decisions","Person","150"
"2012Q4","Spain","Total","Total","Total","Geneva Convention status","Person","60"
"2012Q4","Spain","Total","Total","Total","Humanitarian status","Person","5"
"2012Q4","Spain","Total","Total","Total","Rejected","Person","620"
"2012Q4","France","Total","Total","Total","Total","Person","16,650"
"2012Q4","France","Total","Total","Total","Total positive decisions","Person","2,560"
"2012Q4","France","Total","Total","Total","Geneva Convention status","Person","1,995"
"2012Q4","France","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","France","Total","Total","Total","Rejected","Person","14,090"
"2012Q4","Croatia","Total","Total","Total","Total","Person","40"
"2012Q4","Croatia","Total","Total","Total","Total positive decisions","Person","0"
"2012Q4","Croatia","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q4","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Croatia","Total","Total","Total","Rejected","Person","40"
"2012Q4","Italy","Total","Total","Total","Total","Person","15,535"
"2012Q4","Italy","Total","Total","Total","Total positive decisions","Person","13,365"
"2012Q4","Italy","Total","Total","Total","Geneva Convention status","Person","660"
"2012Q4","Italy","Total","Total","Total","Humanitarian status","Person","10,925"
"2012Q4","Italy","Total","Total","Total","Rejected","Person","2,170"
"2012Q4","Cyprus","Total","Total","Total","Total","Person","265"
"2012Q4","Cyprus","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Cyprus","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Cyprus","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Cyprus","Total","Total","Total","Rejected","Person","250"
"2012Q4","Latvia","Total","Total","Total","Total","Person","25"
"2012Q4","Latvia","Total","Total","Total","Total positive decisions","Person","5"
"2012Q4","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q4","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Latvia","Total","Total","Total","Rejected","Person","20"
"2012Q4","Lithuania","Total","Total","Total","Total","Person","80"
"2012Q4","Lithuania","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Lithuania","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Lithuania","Total","Total","Total","Rejected","Person","65"
"2012Q4","Luxembourg","Total","Total","Total","Total","Person","475"
"2012Q4","Luxembourg","Total","Total","Total","Total positive decisions","Person","15"
"2012Q4","Luxembourg","Total","Total","Total","Geneva Convention status","Person","15"
"2012Q4","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Luxembourg","Total","Total","Total","Rejected","Person","460"
"2012Q4","Hungary","Total","Total","Total","Total","Person","205"
"2012Q4","Hungary","Total","Total","Total","Total positive decisions","Person","80"
"2012Q4","Hungary","Total","Total","Total","Geneva Convention status","Person","25"
"2012Q4","Hungary","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Hungary","Total","Total","Total","Rejected","Person","120"
"2012Q4","Malta","Total","Total","Total","Total","Person","725"
"2012Q4","Malta","Total","Total","Total","Total positive decisions","Person","640"
"2012Q4","Malta","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Malta","Total","Total","Total","Humanitarian status","Person","5"
"2012Q4","Malta","Total","Total","Total","Rejected","Person","90"
"2012Q4","Netherlands","Total","Total","Total","Total","Person","3,350"
"2012Q4","Netherlands","Total","Total","Total","Total positive decisions","Person","1,650"
"2012Q4","Netherlands","Total","Total","Total","Geneva Convention status","Person","235"
"2012Q4","Netherlands","Total","Total","Total","Humanitarian status","Person","550"
"2012Q4","Netherlands","Total","Total","Total","Rejected","Person","1,705"
"2012Q4","Austria","Total","Total","Total","Total","Person","4,380"
"2012Q4","Austria","Total","Total","Total","Total positive decisions","Person","1,215"
"2012Q4","Austria","Total","Total","Total","Geneva Convention status","Person","745"
"2012Q4","Austria","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Austria","Total","Total","Total","Rejected","Person","3,165"
"2012Q4","Poland","Total","Total","Total","Total","Person","690"
"2012Q4","Poland","Total","Total","Total","Total positive decisions","Person","120"
"2012Q4","Poland","Total","Total","Total","Geneva Convention status","Person","10"
"2012Q4","Poland","Total","Total","Total","Humanitarian status","Person","90"
"2012Q4","Poland","Total","Total","Total","Rejected","Person","565"
"2012Q4","Portugal","Total","Total","Total","Total","Person","65"
"2012Q4","Portugal","Total","Total","Total","Total positive decisions","Person","35"
"2012Q4","Portugal","Total","Total","Total","Geneva Convention status","Person","10"
"2012Q4","Portugal","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Portugal","Total","Total","Total","Rejected","Person","25"
"2012Q4","Romania","Total","Total","Total","Total","Person","175"
"2012Q4","Romania","Total","Total","Total","Total positive decisions","Person","100"
"2012Q4","Romania","Total","Total","Total","Geneva Convention status","Person","40"
"2012Q4","Romania","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Romania","Total","Total","Total","Rejected","Person","75"
"2012Q4","Slovenia","Total","Total","Total","Total","Person","75"
"2012Q4","Slovenia","Total","Total","Total","Total positive decisions","Person","10"
"2012Q4","Slovenia","Total","Total","Total","Geneva Convention status","Person","10"
"2012Q4","Slovenia","Total","Total","Total","Humanitarian status","Person",":"
"2012Q4","Slovenia","Total","Total","Total","Rejected","Person","65"
"2012Q4","Slovakia","Total","Total","Total","Total","Person","180"
"2012Q4","Slovakia","Total","Total","Total","Total positive decisions","Person","85"
"2012Q4","Slovakia","Total","Total","Total","Geneva Convention status","Person","5"
"2012Q4","Slovakia","Total","Total","Total","Humanitarian status","Person","55"
"2012Q4","Slovakia","Total","Total","Total","Rejected","Person","95"
"2012Q4","Finland","Total","Total","Total","Total","Person","915"
"2012Q4","Finland","Total","Total","Total","Total positive decisions","Person","510"
"2012Q4","Finland","Total","Total","Total","Geneva Convention status","Person","185"
"2012Q4","Finland","Total","Total","Total","Humanitarian status","Person","80"
"2012Q4","Finland","Total","Total","Total","Rejected","Person","405"
"2012Q4","Sweden","Total","Total","Total","Total","Person","9,895"
"2012Q4","Sweden","Total","Total","Total","Total positive decisions","Person","5,040"
"2012Q4","Sweden","Total","Total","Total","Geneva Convention status","Person","1,505"
"2012Q4","Sweden","Total","Total","Total","Humanitarian status","Person","310"
"2012Q4","Sweden","Total","Total","Total","Rejected","Person","4,850"
"2012Q4","United Kingdom","Total","Total","Total","Total","Person","5,515"
"2012Q4","United Kingdom","Total","Total","Total","Total positive decisions","Person","2,010"
"2012Q4","United Kingdom","Total","Total","Total","Geneva Convention status","Person","1,810"
"2012Q4","United Kingdom","Total","Total","Total","Humanitarian status","Person","170"
"2012Q4","United Kingdom","Total","Total","Total","Rejected","Person","3,500"
"2012Q4","Iceland","Total","Total","Total","Total","Person","25"
"2012Q4","Iceland","Total","Total","Total","Total positive decisions","Person","0"
"2012Q4","Iceland","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q4","Iceland","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Iceland","Total","Total","Total","Rejected","Person","20"
"2012Q4","Liechtenstein","Total","Total","Total","Total","Person","10"
"2012Q4","Liechtenstein","Total","Total","Total","Total positive decisions","Person","0"
"2012Q4","Liechtenstein","Total","Total","Total","Geneva Convention status","Person","0"
"2012Q4","Liechtenstein","Total","Total","Total","Humanitarian status","Person","0"
"2012Q4","Liechtenstein","Total","Total","Total","Rejected","Person","10"
"2012Q4","Norway","Total","Total","Total","Total","Person","2,770"
"2012Q4","Norway","Total","Total","Total","Total positive decisions","Person","1,525"
"2012Q4","Norway","Total","Total","Total","Geneva Convention status","Person","1,130"
"2012Q4","Norway","Total","Total","Total","Humanitarian status","Person","75"
"2012Q4","Norway","Total","Total","Total","Rejected","Person","1,245"
"2012Q4","Switzerland","Total","Total","Total","Total","Person","3,920"
"2012Q4","Switzerland","Total","Total","Total","Total positive decisions","Person","885"
"2012Q4","Switzerland","Total","Total","Total","Geneva Convention status","Person","485"
"2012Q4","Switzerland","Total","Total","Total","Humanitarian status","Person","290"
"2012Q4","Switzerland","Total","Total","Total","Rejected","Person","3,035"
"2012Q4","Total","Total","Total","Total","Total","Person","100,925"
"2012Q4","Total","Total","Total","Total","Total positive decisions","Person","36,785"
"2012Q4","Total","Total","Total","Total","Geneva Convention status","Person","12,650"
"2012Q4","Total","Total","Total","Total","Humanitarian status","Person","12,970"
"2012Q4","Total","Total","Total","Total","Rejected","Person","64,135"
"2013Q1","European Union (28 countries)","Total","Total","Total","Total","Person","71,660"
"2013Q1","European Union (28 countries)","Total","Total","Total","Total positive decisions","Person","25,130"
"2013Q1","European Union (28 countries)","Total","Total","Total","Geneva Convention status","Person","11,255"
"2013Q1","European Union (28 countries)","Total","Total","Total","Humanitarian status","Person","3,595"
"2013Q1","European Union (28 countries)","Total","Total","Total","Rejected","Person","46,530"
"2013Q1","Belgium","Total","Total","Total","Total","Person","5,770"
"2013Q1","Belgium","Total","Total","Total","Total positive decisions","Person","1,650"
"2013Q1","Belgium","Total","Total","Total","Geneva Convention status","Person","960"
"2013Q1","Belgium","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Belgium","Total","Total","Total","Rejected","Person","4,120"
"2013Q1","Bulgaria","Total","Total","Total","Total","Person","255"
"2013Q1","Bulgaria","Total","Total","Total","Total positive decisions","Person","165"
"2013Q1","Bulgaria","Total","Total","Total","Geneva Convention status","Person","5"
"2013Q1","Bulgaria","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Bulgaria","Total","Total","Total","Rejected","Person","90"
"2013Q1","Czech Republic","Total","Total","Total","Total","Person","170"
"2013Q1","Czech Republic","Total","Total","Total","Total positive decisions","Person","55"
"2013Q1","Czech Republic","Total","Total","Total","Geneva Convention status","Person","35"
"2013Q1","Czech Republic","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Czech Republic","Total","Total","Total","Rejected","Person","115"
"2013Q1","Denmark","Total","Total","Total","Total","Person","1,525"
"2013Q1","Denmark","Total","Total","Total","Total positive decisions","Person","485"
"2013Q1","Denmark","Total","Total","Total","Geneva Convention status","Person","260"
"2013Q1","Denmark","Total","Total","Total","Humanitarian status","Person","35"
"2013Q1","Denmark","Total","Total","Total","Rejected","Person","1,040"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total","Person","13,740"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Total positive decisions","Person","4,900"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Geneva Convention status","Person","2,330"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Humanitarian status","Person","490"
"2013Q1","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rejected","Person","8,840"
"2013Q1","Estonia","Total","Total","Total","Total","Person","10"
"2013Q1","Estonia","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Estonia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Estonia","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Estonia","Total","Total","Total","Rejected","Person","10"
"2013Q1","Ireland","Total","Total","Total","Total","Person","215"
"2013Q1","Ireland","Total","Total","Total","Total positive decisions","Person","30"
"2013Q1","Ireland","Total","Total","Total","Geneva Convention status","Person","25"
"2013Q1","Ireland","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Ireland","Total","Total","Total","Rejected","Person","185"
"2013Q1","Greece","Total","Total","Total","Total","Person","2,855"
"2013Q1","Greece","Total","Total","Total","Total positive decisions","Person","70"
"2013Q1","Greece","Total","Total","Total","Geneva Convention status","Person","15"
"2013Q1","Greece","Total","Total","Total","Humanitarian status","Person","15"
"2013Q1","Greece","Total","Total","Total","Rejected","Person","2,785"
"2013Q1","Spain","Total","Total","Total","Total","Person","655"
"2013Q1","Spain","Total","Total","Total","Total positive decisions","Person","105"
"2013Q1","Spain","Total","Total","Total","Geneva Convention status","Person","35"
"2013Q1","Spain","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Spain","Total","Total","Total","Rejected","Person","550"
"2013Q1","France","Total","Total","Total","Total","Person","12,975"
"2013Q1","France","Total","Total","Total","Total positive decisions","Person","2,105"
"2013Q1","France","Total","Total","Total","Geneva Convention status","Person","1,865"
"2013Q1","France","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","France","Total","Total","Total","Rejected","Person","10,875"
"2013Q1","Croatia","Total","Total","Total","Total","Person","100"
"2013Q1","Croatia","Total","Total","Total","Total positive decisions","Person","5"
"2013Q1","Croatia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Croatia","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Croatia","Total","Total","Total","Rejected","Person","95"
"2013Q1","Italy","Total","Total","Total","Total","Person","6,710"
"2013Q1","Italy","Total","Total","Total","Total positive decisions","Person","4,490"
"2013Q1","Italy","Total","Total","Total","Geneva Convention status","Person","665"
"2013Q1","Italy","Total","Total","Total","Humanitarian status","Person","2,060"
"2013Q1","Italy","Total","Total","Total","Rejected","Person","2,220"
"2013Q1","Cyprus","Total","Total","Total","Total","Person","170"
"2013Q1","Cyprus","Total","Total","Total","Total positive decisions","Person","0"
"2013Q1","Cyprus","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Cyprus","Total","Total","Total","Humanitarian status","Person","0"
"2013Q1","Cyprus","Total","Total","Total","Rejected","Person","165"
"2013Q1","Latvia","Total","Total","Total","Total","Person","35"
"2013Q1","Latvia","Total","Total","Total","Total positive decisions","Person","10"
"2013Q1","Latvia","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Latvia","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Latvia","Total","Total","Total","Rejected","Person","25"
"2013Q1","Lithuania","Total","Total","Total","Total","Person","45"
"2013Q1","Lithuania","Total","Total","Total","Total positive decisions","Person","10"
"2013Q1","Lithuania","Total","Total","Total","Geneva Convention status","Person","0"
"2013Q1","Lithuania","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Lithuania","Total","Total","Total","Rejected","Person","40"
"2013Q1","Luxembourg","Total","Total","Total","Total","Person","430"
"2013Q1","Luxembourg","Total","Total","Total","Total positive decisions","Person","20"
"2013Q1","Luxembourg","Total","Total","Total","Geneva Convention status","Person","15"
"2013Q1","Luxembourg","Total","Total","Total","Humanitarian status","Person",":"
"2013Q1","Luxembourg","Total","Total","Total","Rejected","Person","410"
"2013Q1","Hungary","Total","Total","Total","Total","Person","345"
"2013Q1","Hungary","Total","Total","Total","Total positive decisions","Person","65"
"2013Q1","Hungary","Total","Total","Total","Geneva Convention status","Person","20"
"2013Q1","Hungary","Total","Total","Total","Humanitarian status","Person","5"
"2013Q1","Hungary","Total","Total","Total","Rejected","Person","280"
"2013Q1","Malta","Total","Total","Total","Total","Person","535"
"2013Q1","Malta","Total","Total","Total","Total positive decisions","Person","470"
"2013Q1","Malta","Total","Total","Total","Geneva Convention status","Person","15"
"2013Q1","Malta","Total","Total","Total","Humanitarian status","Person","45"
"2013Q1","Malta","Total","Total","Total","Rejected","Person","65"
"2013Q1","Netherlands","Total","Total","Total","Total","Person","2,780"
"2013Q1","Netherlands","Total","Total","Total","Total positive decisions","Person","1,305"
